annotation,count,Both,Endo Only,Exo Only
"Exon (ENSMUST00000156803.8/ENSMUST00000156803.8, exon 1 of 6)",1,NA,NA,0.10090817356205853
"Exon (ENSMUST00000181476.2/328646, exon 5 of 5)",1,NA,0.0791765637371338,NA
"Exon (ENSMUST00000193194.1/ENSMUST00000193194.1, exon 1 of 1)",1,NA,NA,0.10090817356205853
"Exon (ENSMUST00000195528.1/ENSMUST00000195528.1, exon 1 of 1)",1,NA,0.0791765637371338,NA
"Exon (ENSMUST00000210653.1/ENSMUST00000210653.1, exon 1 of 3)",1,NA,0.0791765637371338,NA
"Exon (ENSMUST00000211227.1/69217, exon 8 of 16)",1,NA,NA,0.10090817356205853
"Exon (ENSMUST00000215481.1/ENSMUST00000215481.1, exon 2 of 2)",1,NA,0.0791765637371338,NA
"Exon (ENSMUST00000220827.1/ENSMUST00000220827.1, exon 1 of 4)",1,NA,NA,0.10090817356205853
"Exon (ENSMUST00000221461.1/ENSMUST00000221461.1, exon 1 of 1)",1,NA,0.0791765637371338,NA
"Exon (ENSMUST00000230234.1/ENSMUST00000230234.1, exon 1 of 2)",1,NA,0.0791765637371338,NA
"Exon (ENSMUST00000232356.1/ENSMUST00000232356.1, exon 1 of 1)",1,NA,0.0791765637371338,NA
"Exon (ENSMUST00000234181.1/ENSMUST00000234181.1, exon 1 of 2)",1,NA,0.0791765637371338,NA
"Intron (ENSMUST00000000127.5/22415, intron 2 of 4)",1,NA,NA,0.10090817356205853
"Intron (ENSMUST00000060835.11/83560, intron 2 of 30)",3,NA,0.23752969121140144,NA
"Intron (ENSMUST00000065438.12/104010, intron 1 of 11)",1,NA,NA,0.10090817356205853
"Intron (ENSMUST00000075164.10/16565, intron 1 of 34)",1,NA,0.0791765637371338,NA
"Intron (ENSMUST00000102656.3/329934, intron 1 of 1)",1,NA,0.0791765637371338,NA
"Intron (ENSMUST00000105682.8/68703, intron 1 of 22)",1,NA,NA,0.10090817356205853
"Intron (ENSMUST00000139835.1/102635783, intron 1 of 1)",1,NA,0.0791765637371338,NA
"Intron (ENSMUST00000146546.1/ENSMUST00000146546.1, intron 2 of 2)",1,NA,0.0791765637371338,NA
"Intron (ENSMUST00000180921.1/320614, intron 1 of 2)",1,NA,NA,0.10090817356205853
"Intron (ENSMUST00000181660.7/66297, intron 1 of 3)",1,NA,NA,0.10090817356205853
"Intron (ENSMUST00000181815.1/ENSMUST00000181815.1, intron 1 of 1)",1,NA,0.0791765637371338,NA
"Intron (ENSMUST00000182495.1/101694, intron 1 of 1)",1,NA,0.0791765637371338,NA
"Intron (ENSMUST00000203619.2/18488, intron 1 of 22)",1,NA,NA,0.10090817356205853
"Intron (ENSMUST00000204394.2/17059, intron 3 of 5)",2,NA,0.1583531274742676,NA
"Intron (ENSMUST00000210378.1/ENSMUST00000210378.1, intron 3 of 7)",2,NA,NA,0.20181634712411706
"Intron (ENSMUST00000236133.1/ENSMUST00000236133.1, intron 2 of 4)",1,NA,0.0791765637371338,NA
Promoter (<=1kb),938,NA,NA,94.6518668012109
Promoter (<=1kb),1156,NA,91.52810768012668,NA
Promoter (1-2kb),4,NA,NA,0.4036326942482341
Promoter (1-2kb),24,NA,1.9002375296912115,NA
Promoter (2-3kb),5,NA,NA,0.5045408678102926
Promoter (2-3kb),9,NA,0.7125890736342043,NA
