gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Klf12,694.3229493,-0.331108529,0.121373235,-2.728019323,0.006371588,0.046111729
Usp25,616.1158656,-0.306332529,0.112246984,-2.729093632,0.006350867,0.045986651
Ndufa11,1377.883043,0.238366972,0.087313745,2.73000512,0.006333334,0.045881421
Nrgn,2943.29234,0.208257067,0.076268562,2.730575523,0.006322385,0.045823804
Sowaha,1368.206294,-0.275571289,0.100906791,-2.730948888,0.006315226,0.045793627
Hrk,1528.717205,0.316147325,0.115754352,2.731191698,0.006310575,0.045781608
Trappc12,1024.679482,-0.255801124,0.093623702,-2.732226106,0.006290795,0.045670079
Gm13456,311.9044619,0.384119601,0.140592339,2.732151722,0.006292216,0.045670079
Mark1,2198.460253,-0.240190865,0.08789511,-2.73269883,0.006281774,0.045637613
Me3,515.3394946,0.314628444,0.115110939,2.733262776,0.006271028,0.045581193
Fam168a,5525.798276,-0.182511012,0.066763887,-2.733678653,0.006263114,0.045545315
9930021J03Rik,1195.026351,-0.243955105,0.089233005,-2.733911142,0.006258693,0.045534822
Rex1bd,1196.188122,0.298804616,0.109228406,2.735594396,0.006226772,0.045337692
Rbm12,249.1475095,-0.467098721,0.170754669,-2.735496045,0.006228633,0.045337692
Lamp1,4584.364591,-0.187865608,0.068646808,-2.736698372,0.006205917,0.04521538
Mapkapk5,122.3012391,0.685697624,0.25051914,2.73710673,0.006198218,0.045180814
Snrnp27,956.056001,0.25821409,0.094326282,2.73745646,0.006191632,0.045154326
Slc31a1,1194.872232,0.267014177,0.097528317,2.737811799,0.006184946,0.045127089
Gpc6,97.92723911,-0.700758753,0.255804976,-2.739425806,0.00615466,0.044927552
Taok1,4388.46025,-0.191661028,0.069945881,-2.740133159,0.00614143,0.04485238
Rpl34,1295.304478,0.275269854,0.100451479,2.740326544,0.006137817,0.044847413
Rab30,815.1256889,-0.283073666,0.10329405,-2.740464396,0.006135243,0.044847413
Nqo2,187.1440313,-0.505919431,0.184619059,-2.740342375,0.006137521,0.044847413
Vps37a,1399.126149,-0.300928782,0.109789995,-2.740949042,0.006126201,0.044826789
Lyst,978.8178435,-0.264142132,0.096364599,-2.74107022,0.006123942,0.044826789
Hebp1,556.5721003,0.34321596,0.125187588,2.741613318,0.006113827,0.044779096
Arid5b,784.9025756,-0.34130717,0.124468771,-2.742110872,0.006104573,0.044732745
Fam91a1,1767.816141,-0.242108523,0.088276212,-2.742624722,0.00609503,0.044684224
B3galnt1,1450.927279,-0.259824003,0.094710728,-2.743342901,0.006081714,0.044607987
Fam124a,1579.83823,0.285539725,0.104075594,2.743580052,0.006077323,0.044597168
Gab2,673.5515104,0.324528706,0.11826086,2.744176779,0.006066286,0.044537548
Tbl1x,2091.677685,0.223273082,0.081343867,2.744805345,0.00605468,0.044473689
Mpped2,1009.360657,-0.256912532,0.09359827,-2.744842733,0.00605399,0.044473689
Rpl37a,3397.704746,0.205901059,0.074983505,2.745951388,0.00603357,0.044378874
Tbc1d30,1425.602424,-0.274590328,0.100002995,-2.745821039,0.006035968,0.044378874
Amot,444.9986167,-0.367235682,0.133740741,-2.745877439,0.00603493,0.044378874
Atp13a1,963.3410547,-0.270093995,0.098345359,-2.746382739,0.006025642,0.044366946
Pdcl3,779.2799337,0.296435868,0.10790565,2.747176519,0.006011077,0.044281023
Dmac1,850.694921,0.29127332,0.105968781,2.748671053,0.00598374,0.044126272
Txndc17,607.2506935,0.325638119,0.118440007,2.749392938,0.005970576,0.04406758
Ndrg3,7164.761712,-0.256588244,0.093294309,-2.750309722,0.005953896,0.043999711
Dync1i1,2552.212921,-0.225150662,0.081858303,-2.750492676,0.005950572,0.043999711
Ppp2r5e,2459.556175,-0.210609216,0.076579197,-2.750214477,0.005955627,0.043999711
Dnlz,1046.474625,0.313214103,0.113868581,2.750663082,0.005947478,0.043999711
Ino80b,262.8832908,0.472035044,0.171590773,2.750934893,0.005942545,0.043988066
Abhd3,452.0457637,0.337815317,0.122788412,2.751198669,0.005937762,0.043973944
Gucy2g,123.0107924,0.606473828,0.220405065,2.751632905,0.005929895,0.043936961
Slc6a6,2294.364764,-0.205047364,0.074499735,-2.7523234,0.005917405,0.043865671
Snx19,1146.445512,-0.247210792,0.089794451,-2.753074253,0.00590385,0.043786413
Pkm,20675.39554,0.204295779,0.074185706,2.753842888,0.005890004,0.043704912
Mrps15,778.9360027,0.292274252,0.106084898,2.755097631,0.005867462,0.043558788
Phyhip,4846.508899,-0.268070767,0.097256547,-2.756326171,0.005845467,0.043416577
Gnaz,2287.191227,-0.213706747,0.077511595,-2.757093928,0.00583176,0.043335812
Prkrip1,665.4842829,0.303023709,0.109900714,2.757249689,0.005828982,0.043335812
Gatd3a,1645.648056,0.241621758,0.08759193,2.758493377,0.005806848,0.04319267
Pym1,625.0121484,0.301387489,0.109255104,2.758566676,0.005805546,0.04319267
Colec12,105.6969833,-0.771067923,0.279479258,-2.758945075,0.005798828,0.043175013
Gcn1l1,1666.840296,-0.255156154,0.092468156,-2.759394862,0.005790852,0.043136627
Sp9,674.9241487,-0.358800827,0.130025564,-2.759463724,0.005789631,0.043136627
Ppie,405.3171927,0.40542987,0.146882311,2.760236177,0.005775959,0.043088653
Map3k20,305.0465613,-0.446307234,0.161632525,-2.761246443,0.005758121,0.042976546
Gnb5,2415.820289,-0.21314657,0.077186923,-2.761433694,0.00575482,0.042972882
Lbh,1889.141229,0.264815006,0.095847641,2.762874513,0.005729479,0.042804554
Trim2,5723.569224,-0.185335232,0.067050696,-2.764105998,0.005707899,0.042664177
Jade2,684.7327414,-0.401778441,0.14530492,-2.765071147,0.005691038,0.042558947
Trhde,220.9773832,-0.498906777,0.180312656,-2.766898277,0.005659241,0.042362591
Pou3f1,355.0528477,-0.396451279,0.143234281,-2.767851916,0.005642709,0.042259523
Gclm,1123.827827,-0.249921327,0.09023179,-2.769770238,0.005609585,0.042032034
Gtf2i,5006.339732,-0.18497171,0.066775638,-2.7700478,0.005604807,0.042016818
Chst2,3080.88329,-0.216745567,0.078241922,-2.770197391,0.005602233,0.042016818
Rala,2703.957467,0.208270512,0.075166416,2.770792111,0.005592012,0.041962038
BC005537,4443.890264,-0.209793551,0.075683092,-2.772000267,0.005571299,0.0418586
Hax1,1097.124533,0.287686238,0.103786084,2.771915338,0.005572753,0.0418586
Zcchc2,690.922233,-0.296154183,0.106813407,-2.772631171,0.00556051,0.041807712
Sms,3219.683045,0.212405376,0.076565208,2.774176158,0.00553417,0.041630136
Dclk1,12833.16907,-0.267068946,0.096263934,-2.774340668,0.005531372,0.041630013
Nipsnap3b,457.0197668,0.325873723,0.117460029,2.77433716,0.005531432,0.041630013
Celf5,4717.473459,-0.231713869,0.083477536,-2.775763149,0.005507231,0.041509161
Cdh22,844.2455347,-0.311430019,0.112168068,-2.776458791,0.00549546,0.041440864
Ppp1ca,3202.957581,0.216025189,0.077790952,2.776996342,0.00548638,0.041392799
Pgp,2050.7833,0.246841895,0.088871516,2.777514172,0.005477645,0.041347299
Homer1,2874.688317,-0.284567846,0.102442207,-2.777837893,0.005472191,0.041336791
Aatk,2783.434018,-0.20229668,0.072814179,-2.778259439,0.005465096,0.041313751
Rnft2,2605.794405,-0.208978804,0.075204984,-2.778789275,0.005456191,0.04129801
Pxylp1,385.3809669,-0.444467418,0.159956712,-2.778673137,0.005458142,0.04129801
Npat,550.7265313,-0.345234026,0.124220138,-2.77921143,0.005449104,0.04127447
Ralgapa1,2724.422878,-0.257510452,0.092648001,-2.779449623,0.00544511,0.041264651
Ppp2r5c,3566.330696,-0.234105299,0.084219735,-2.779696449,0.005440973,0.041253745
Myo1b,362.5628795,-0.415799573,0.149573079,-2.779909157,0.005437411,0.041247183
Araf,4827.480042,0.219574069,0.078971131,2.780434666,0.005428618,0.041221379
Gldc,605.1057881,-0.344694732,0.123967821,-2.780517786,0.005427229,0.041221379
Smim7,2437.569456,0.213563441,0.07678923,2.781164009,0.005416437,0.041169764
Htr2c,764.824732,0.363498315,0.130665266,2.781904678,0.005404091,0.041096352
Camk2b,15471.04814,-0.200026153,0.071872956,-2.783051722,0.005385022,0.040971713
Asb1,1070.13993,-0.279447124,0.100408738,-2.783095664,0.005384293,0.040971713
Amer1,356.8400216,0.369091387,0.132608473,2.783316779,0.005380624,0.040971713
Svil,223.6912524,-0.478844143,0.172029495,-2.783500253,0.005377582,0.040971713
Phlpp1,1485.635022,-0.243161923,0.087304489,-2.785216712,0.005349196,0.040780285
Ccdc80,377.7288842,0.382430684,0.137303212,2.785300336,0.005347816,0.040780285
Fam78b,720.8840275,-0.328368693,0.117877808,-2.785670174,0.005341719,0.040763929
Ppp1r13b,1726.606287,-0.237658007,0.085293495,-2.786355585,0.005330436,0.040744643
Snrpb2,862.7161533,0.273887543,0.098309038,2.785985385,0.005336528,0.040744643
Lonrf3,154.7850613,0.549210096,0.197112983,2.786270528,0.005331835,0.040744643
Bc1,1345702.741,0.689985846,0.247544632,2.787318962,0.005314614,0.040667698
B3gat3,2393.397746,0.238774324,0.085665339,2.787292129,0.005315054,0.040667698
BC005624,2065.473766,0.25306083,0.090792431,2.787245872,0.005315813,0.040667698
Sp3,1192.904574,-0.260055717,0.093264866,-2.788356731,0.005297617,0.04058941
Fam53c,1354.918549,-0.237276241,0.085053482,-2.789729892,0.005275203,0.040437935
Mon2,1879.823121,-0.216125526,0.077462377,-2.790070934,0.005269649,0.040415622
Usp47,3146.603888,0.193888607,0.069487652,2.790259863,0.005266575,0.04041231
Pik3r1,2882.210982,-0.224726698,0.080539055,-2.790282268,0.005266211,0.04041231
Rbm22,789.3685792,-0.294093448,0.105328906,-2.792143756,0.005236009,0.040218123
Stx1b,9929.215064,-0.211567247,0.075761393,-2.792546968,0.005229488,0.040194479
Zdhhc22,1321.448297,0.367251263,0.131512913,2.792511048,0.005230068,0.040194479
Gad2,7074.77904,-0.221060432,0.079125038,-2.793811377,0.005209085,0.040106142
Itga6,330.8580437,-0.397758681,0.142377211,-2.793696249,0.00521094,0.040106142
2410006H16Rik,904.9834039,0.377787999,0.135075862,2.796857963,0.005160221,0.039755801
Cacng5,374.6710683,-0.535147269,0.191302482,-2.797388012,0.005151762,0.039730661
Samd8,2725.099156,-0.224820634,0.080347603,-2.798100086,0.005140418,0.039663176
Zbtb16,1275.858691,-0.278037382,0.099314597,-2.799562102,0.005117197,0.039503936
Sap18,2980.630612,0.234736465,0.083840629,2.79979369,0.005113528,0.039495545
Bbc3,682.9018637,0.422354153,0.150815644,2.80046646,0.005102881,0.039433228
Rnf14,4348.194608,0.329985793,0.117813779,2.800910013,0.005095873,0.039398979
Grip1,1299.963798,-0.251912607,0.089919071,-2.801548148,0.005085805,0.039341031
Pou6f1,1763.650324,-0.26607637,0.094952197,-2.802213954,0.00507532,0.039279793
Nucb2,601.3222529,0.301746479,0.107653467,2.802942517,0.005063869,0.039211015
Hipk1,1938.635228,-0.231352809,0.082521345,-2.803551123,0.005054322,0.039174145
Rragc,1001.214804,-0.275277541,0.098193848,-2.803409232,0.005056546,0.039174145
Gabarap,3370.82298,0.233456043,0.083238365,2.804668769,0.005036831,0.039079781
Tspan5,2763.424494,-0.22107597,0.07882863,-2.80451367,0.005039255,0.039079781
Slc25a12,3896.647063,-0.200245427,0.071379579,-2.805360158,0.005026039,0.039036672
Rpl13a,329.8237819,0.473180103,0.168666369,2.805420589,0.005025096,0.039036672
Dbpht2,4366.20724,0.203290124,0.072413989,2.807332226,0.004995369,0.038837917
Ak2,646.0920597,0.339581051,0.120931782,2.808038099,0.004984433,0.038772601
Drd1,183.055463,-0.562134651,0.200146649,-2.80861386,0.004975528,0.038723032
Miga1,2501.672185,-0.249089802,0.088654341,-2.809674069,0.004959169,0.038615365
Sacs,2003.857599,-0.237421077,0.084488025,-2.810115115,0.004952378,0.03858213
Cep170b,3533.750655,-0.218557036,0.077716311,-2.812241497,0.004919755,0.03838664
Hspe1,1860.715695,0.241226135,0.085776113,2.812276374,0.004919222,0.03838664
Gca,394.2029819,-0.405407713,0.144082183,-2.813725506,0.004897102,0.038248921
Cabin1,1932.128438,-0.226768247,0.080542743,-2.815501925,0.004870111,0.038057537
Psmd7,2927.180203,0.232018585,0.082383864,2.816311022,0.004857861,0.037981223
Kif5b,4495.911499,-0.234685724,0.08331102,-2.81698295,0.00484771,0.037921242
Crhbp,923.6644982,0.405223411,0.143795712,2.818049332,0.004831639,0.037834229
Plekhj1,765.0672043,0.314636343,0.111635552,2.81842423,0.004826,0.037834229
Ntng1,155.8308158,-0.576093228,0.204419657,-2.818188995,0.004829537,0.037834229
Lpin2,1654.511972,-0.255530459,0.09064972,-2.818877539,0.00481919,0.037814199
H1f0,2477.182233,0.249053394,0.088262043,2.82174972,0.004776244,0.037496454
Mbtps2,971.344795,-0.318924136,0.113013359,-2.822003878,0.00477246,0.037485994
Pdrg1,955.8328207,0.273254615,0.096828321,2.822052602,0.004771735,0.037485994
Rbmxl1,995.8653123,0.287962977,0.102014524,2.822764498,0.004761153,0.037435637
Ulk2,2466.12513,-0.210761933,0.074632205,-2.824007835,0.004742723,0.037309905
Tomm7,1058.553246,0.28030348,0.099213385,2.825258715,0.004724245,0.037197672
Hcn3,731.8933098,0.284125865,0.100570609,2.825138151,0.004726023,0.037197672
Vps13a,985.5140441,-0.283765212,0.100417587,-2.825851715,0.004715509,0.037153156
Heph,125.1064014,0.612045471,0.216569734,2.826089593,0.004712008,0.037144713
Zswim7,293.3399941,0.461461362,0.163160082,2.828273652,0.004679978,0.036911247
Rac1,5020.470929,-0.186237582,0.065826609,-2.829214271,0.004666245,0.036821919
Arf1,11047.67883,0.18917946,0.066856245,2.829645302,0.004659963,0.036791338
Eif3j1,1192.67027,0.314241175,0.11104633,2.829820455,0.004657413,0.036790197
Frat1,366.2436273,0.452590718,0.159924958,2.830019302,0.00465452,0.03678634
Lrrc26,85.77209164,-0.70921235,0.250599562,-2.830062204,0.004653895,0.03678634
Tmem234,2409.919549,0.252460332,0.089197,2.830367986,0.004649449,0.036784289
Bex2,6438.883443,0.193950195,0.06851552,2.830748337,0.004643924,0.036759595
Dnm1,15439.60054,-0.23624034,0.083445608,-2.831069771,0.00463926,0.03675418
Dnajb2,1528.636624,0.279192693,0.098589293,2.831876426,0.004627573,0.036687129
Lrrc8c,562.2184906,-0.362419561,0.12797198,-2.832022773,0.004625455,0.036687129
Rab5if,868.5533474,0.300876776,0.106229771,2.832320669,0.004621148,0.036674217
Larp1,3035.575746,-0.228418169,0.080632399,-2.832833592,0.00461374,0.036634435
Eif2s3x,2143.019788,0.234854119,0.08288021,2.833657393,0.004601864,0.036567484
Atat1,681.4635695,-0.303892079,0.107246529,-2.833584283,0.004602917,0.036567484
Syna,176.4823705,0.543331893,0.191640492,2.835162268,0.004580241,0.036444138
St8sia3,3262.848253,-0.224598723,0.079212358,-2.835400032,0.004576834,0.03643598
9330102E08Rik,266.2552278,-0.453469036,0.159911003,-2.835758817,0.004571696,0.036414032
Smg1,2830.672552,-0.24805355,0.087447726,-2.836592342,0.004559779,0.036338041
Nans,486.6512895,0.337639181,0.119014382,2.836961176,0.004554515,0.036315014
Dnajb5,3543.027073,0.216090616,0.076154195,2.837540532,0.004546257,0.036268083
Gm49593,316.5355017,-0.532709074,0.187685327,-2.838309648,0.004535316,0.036199682
Cdc26,586.9147695,0.403456457,0.142020734,2.840827863,0.004499659,0.035952607
Ostc,1561.658796,0.260885776,0.091783425,2.842406179,0.004477441,0.0358295
Palmd,1034.964347,-0.275730699,0.097000953,-2.842556606,0.004475328,0.0358295
Bax,781.7176898,0.291355059,0.102494811,2.842632285,0.004474266,0.0358295
Mafk,350.7699741,0.492339978,0.173221613,2.842254893,0.004479566,0.0358295
Rcor1,616.0437942,-0.314041938,0.110463605,-2.842944863,0.00446988,0.03582698
Slc20a2,1110.315799,-0.300395893,0.105637349,-2.843652319,0.004459969,0.035779857
Pank1,741.6755696,-0.310550473,0.109212957,-2.843531393,0.004461661,0.035779857
Rpl7,5147.135592,0.219257087,0.077077929,2.844615705,0.004446503,0.035695735
Usp45,1038.137017,-0.291442239,0.102414271,-2.845719008,0.004431128,0.035590985
Taf7,385.4782584,0.374563696,0.131611266,2.84598505,0.004427427,0.035579951
Mamld1,1054.141766,-0.303306641,0.106532244,-2.847087692,0.004412121,0.035478835
Rasl11b,452.7025239,-0.436928056,0.15345382,-2.84729345,0.00440927,0.035478835
Gm44509,399.9709354,-0.412762055,0.144978423,-2.847058522,0.004412525,0.035478835
Kif1b,15036.34281,-0.174455487,0.061253622,-2.848084443,0.004398325,0.035438914
St3gal5,1696.519531,-0.222719527,0.078204297,-2.847919312,0.004400608,0.035438914
Dcp2,1046.99743,-0.265117793,0.093079076,-2.848307087,0.004395249,0.035433076
Trappc6a,252.7195829,0.58921236,0.206840062,2.848637513,0.004390687,0.03541497
Fmn1,134.7771761,-0.625641558,0.219547506,-2.849686478,0.004376234,0.03531702
Tmem163,303.7449625,0.514071748,0.180342877,2.850524275,0.004364722,0.035242709
Rnf150,1483.441007,-0.258406733,0.090609805,-2.851862807,0.004346385,0.035113193
Cers6,2304.948504,-0.236202309,0.082813775,-2.852210401,0.004341635,0.035093355
Nfkbib,520.7634983,0.349068476,0.1223059,2.854060812,0.004316427,0.034960864
Adamtsl2,252.7886515,0.501509832,0.17573722,2.853748528,0.004320672,0.034960864
Cnpy2,981.6165057,0.292400145,0.102409593,2.855202684,0.004300937,0.034856509
Fbxo7,679.8299419,-0.303685084,0.106330328,-2.8560533,0.004289431,0.034800144
Dab1,2539.743486,-0.226210268,0.079190497,-2.856532996,0.004282955,0.03477849
Tmem56,914.7196007,-0.308101907,0.10786298,-2.856419374,0.004284488,0.03477849
Specc1,1441.583381,-0.26236269,0.091829084,-2.857076189,0.004275632,0.034743485
Ywhag,26405.76038,-0.214957681,0.075207494,-2.858194986,0.004260585,0.03463962
Magoh,597.7773607,0.318407862,0.111381345,2.858718069,0.004253566,0.034600952
Kif1a,19925.82411,-0.216410842,0.075659255,-2.860335361,0.004231932,0.034443289
Nt5c3b,1154.932278,0.293253374,0.102459753,2.862132353,0.004208011,0.034266837
Ms4a6b,121.6321694,0.889581161,0.310770578,2.862501229,0.004203116,0.034245209
Stoml2,1143.991055,0.256313244,0.089504545,2.863689717,0.00418738,0.03413518
Ankrd10,1411.775551,-0.290100738,0.101285929,-2.864176119,0.004180955,0.034100982
Tmem50a,2473.049238,0.292186785,0.101958162,2.86575179,0.004160203,0.033949831
Hey1,1004.265706,-0.3179709,0.110939561,-2.866163308,0.004154799,0.03392383
Atp9b,1129.770613,-0.2541543,0.088650583,-2.866921919,0.004144853,0.033871571
Crhr2,85.6680422,0.805205697,0.280870652,2.866820331,0.004146183,0.033871571
Abcg4,1024.790527,-0.274617426,0.095780078,-2.867166442,0.004141651,0.033870735
Gm43597,643.5844167,-0.323608613,0.112840784,-2.867833801,0.004132926,0.03381746
Nudt1,130.3892527,0.634287013,0.221167689,2.86790089,0.00413205,0.03381746
Aopep,320.9911169,-0.427550447,0.149045937,-2.868581705,0.004123167,0.03377375
Ybx1,8728.865388,0.2238629,0.078009372,2.86969239,0.004108713,0.033673391
Kat6a,1676.591605,-0.233139972,0.081225608,-2.870276723,0.004101127,0.033630707
Nr2f1,2477.424677,-0.218618081,0.076145624,-2.871052454,0.004091076,0.03358284
Ptprm,864.0542377,-0.316941535,0.110375155,-2.871493455,0.004085372,0.033554028
Zfp467,361.6744653,0.383386912,0.133501746,2.871774518,0.004081741,0.033542216
Lpcat4,1443.850967,-0.248152852,0.086343638,-2.874014313,0.004052906,0.033341092
Sept8,5152.917305,-0.204875552,0.071231921,-2.876176157,0.00402525,0.033131404
U2af1,1186.379144,0.273231669,0.094992264,2.876357072,0.004022943,0.03313025
Rc3h1,1131.5935,-0.285690948,0.09930186,-2.876994936,0.00401482,0.033081168
Epha10,106.754852,0.756748661,0.262985651,2.877528328,0.004008039,0.033043096
Sidt1,376.2891118,-0.515670641,0.179107718,-2.879108994,0.003988005,0.032895662
Fam171b,7563.773294,-0.190139148,0.066021606,-2.879953403,0.003977339,0.032825393
Cdh13,4884.675405,-0.248160067,0.086144374,-2.880746088,0.003967351,0.032778336
Actn2,139.5836739,-0.642768243,0.223122781,-2.880782676,0.003966891,0.032778336
Ackr1,725.9157993,-0.394123544,0.13670536,-2.883014573,0.003938892,0.032578409
Cltb,6312.079477,0.246394391,0.085445167,2.883655104,0.00393089,0.032529818
Smyd2,849.4585458,-0.327329291,0.113334544,-2.888168766,0.003874919,0.032101374
Igsf21,711.4040229,-0.38168759,0.132116175,-2.889029981,0.003864322,0.032038807
Cobll1,93.70268574,-0.721081472,0.249599608,-2.888952739,0.003865272,0.032038807
Tbc1d5,510.3656392,-0.33379939,0.115492187,-2.890233515,0.003849558,0.031943182
Slc16a7,1427.725716,-0.290771799,0.10058546,-2.890793546,0.003842705,0.031903628
Rplp0,8812.305348,0.178829757,0.061855747,2.891077462,0.003839235,0.031897898
Cacna2d3,2119.333308,-0.266399173,0.092147101,-2.891020664,0.003839929,0.031897898
Snrpg,580.9794731,0.33709202,0.11652452,2.892884862,0.003817212,0.031760948
Bend5,155.1324455,0.57784885,0.199655327,2.894232067,0.003800871,0.031642202
Ankrd12,2754.369598,-0.258165329,0.089121121,-2.896791778,0.003769999,0.031402284
Rpl38,2505.675492,0.248561228,0.085789305,2.897345181,0.003763354,0.031381122
Gm43951,310.5675775,0.463495341,0.159959413,2.897580918,0.003760527,0.031374655
Rfc2,890.9941578,0.308194602,0.106330337,2.898463505,0.003749959,0.031303565
Gm14326,293.5232213,0.475020605,0.163879972,2.898588522,0.003748465,0.031303565
Wdr61,891.9306181,0.299785341,0.103383198,2.899749155,0.003734614,0.031209537
