gene_name,endo_peaks,exo_peaks,endo_signal,exo_signal
Ankhd1,1,1,103.02293333333334,107.05216666666666
Cbs,1,1,36.58226666666667,31.00905
Kbtbd7,1,1,23.72733333333333,12.984866666666669
Gm37499,1,1,8.772145,4.74911
Ovca2,1,1,22.78323333333333,11.32459
Msh3,1,1,37.60145,74.99285
Patl1,1,1,24.587806666666665,13.96455
Ube2d-ps,1,1,24.691,16.252299999999998
Irgm1,1,1,32.9561,20.960966666666668
Mpzl3,1,1,11.6155,11.863646666666668
Gm7008,1,2,50.59836666666666,43.94885
Smarca2,1,1,43.47145,28.53285
Nrm,1,1,14.01453,8.665426666666667
Gm15972,1,1,17.25605,11.5563
Gm17281,1,1,13.699116666666669,13.80565
Gm12907,1,1,13.0526,13.26445
Ankrd39,1,1,22.67866666666667,16.21
Gm4117,1,1,18.86536666666667,12.564800000000002
Gm29455,1,1,17.252850000000002,17.67225
Tada1,1,1,15.717199999999998,13.63215
Pbx4,1,1,22.17745,27.83255
Zmiz2,1,1,16.72683333333333,15.10102
Gm22513,1,1,27.72785,102.51696666666668
4921507P07Rik,1,1,18.0741,20.4769
Paip2b,1,1,58.30876666666666,31.961966666666665
Msh2,1,1,29.516466666666663,10.35063
E130208F15Rik,1,1,18.95475,20.869633333333333
Ccnjl,1,1,16.41124,6.93881
Gm5444,1,1,37.32893333333333,41.56726666666666
Mir5627,1,1,32.03275,29.5379
Atp5a1,1,1,13.276926666666668,15.09395
Chil1,1,1,20.55895,8.778956666666668
Alg10b,1,1,17.05497,8.875630000000001
Ppp1ca,1,1,11.127775,14.1096
Tdp2,1,1,20.3221,16.096333333333334
Gm37364,1,1,15.286916666666668,19.402495
Sox9,2,1,26.308166666666665,10.67902
Ccdc57,1,1,3.802975,7.3551
Znrd1as,1,1,21.14398,16.126153333333335
Mphosph6,1,1,43.10980000000001,26.85555
1700007F19Rik,2,1,18.33705,15.386
Kpnb1,1,1,24.796466666666664,27.243133333333333
Zfp318,1,1,18.06695,13.280176666666668
Bnip3l,1,1,12.6217,23.5039
Gm28693,1,1,17.0249,11.700125
Gm43611,1,1,17.953699999999998,16.904933333333332
Snrpa,1,1,18.09913333333333,24.687966666666668
Gm43690,1,1,18.346216666666667,16.8629
Gm15246,1,1,22.755866666666662,34.90665
Vps36,1,1,9.50114,7.200305
Idh2,1,1,10.09956,7.61243
Fam179b,1,1,30.674333333333333,28.542666666666666
Dok1,1,1,9.068753333333332,9.587795
Particl,1,1,14.2792,28.60935
Rpl37,1,1,43.307966666666665,19.2793
Man2a1,1,1,15.418026666666668,17.162454999999998
Wdfy2,1,1,62.68033333333333,84.08435
mt-Tk,1,1,48366.03333333333,97576.33333333331
mt-Ta,1,1,48366.03333333333,97576.33333333331
Guf1,1,1,11.16323,16.15415
Gm11457,1,1,27.300633333333334,19.95175
Wasl,1,1,21.20669,15.550400000000002
2610306M01Rik,1,1,29.2067,14.02935
Rsu1,1,1,33.63786666666667,25.4719
Add1,2,1,37.681666666666665,27.136566666666663
Sep15,2,1,45.025400000000005,53.838366666666666
Gm37153,1,1,31.02285,15.06335
Irak2,1,1,11.088226666666666,5.267239999999999
Timp2,1,1,8.620854999999999,15.3911
Katnb1,1,1,103.83586666666666,139.30933333333334
Camk2d,1,1,22.90655,13.691
Ccdc9,1,1,36.5223,73.44273333333332
Gm6003,1,1,5.425593333333333,2.58614
Vipas39,1,1,59.0632,66.05059999999999
Mink1,1,1,19.5114,8.53589
Ccdc71l,1,1,17.184355,9.65662
Gm37695,2,1,37.7857,24.020566666666667
Arl1,1,1,22.0408,15.009533333333332
Pank2,1,1,27.966,27.93885
Glrx3,1,1,13.751013333333336,7.756786666666667
Gm11642,1,1,27.1488,13.85705
Gm28863,2,1,46.98055,24.41453333333333
Smarca4,1,1,31.58295,34.0723
Plekha3,1,2,32.71189999999999,28.67786666666667
Mt2,1,2,16.6526,13.8415
Col4a1,1,1,12.048105,7.42971
Gclc,1,1,9.64632,5.631475
Gm29485,1,1,11.3944,12.779755
Lztfl1,1,1,6.245234999999999,17.92565
Gm21816,1,1,30.10373333333333,36.2152
Adat2,1,1,14.7304,10.479785
2810408A11Rik,1,1,10.40159,18.002566666666667
Dynll2,1,1,14.807250000000002,5.697455
Coa3,1,1,20.25635,14.7475
Cfdp1,1,1,24.32413333333333,24.485566666666667
Eml6,1,1,37.9376,21.127266666666667
Mblac2,1,1,20.3358,11.50555
Cdc37l1,1,1,13.72563,6.16593
Iqch,1,1,20.1788,9.56523
Tagln3,1,1,36.3933,12.015326666666668
Cdk19,1,1,57.1323,35.5141
Mbtd1,1,1,55.81786666666667,46.62406666666667
Kif21a,1,1,23.496866666666666,28.930733333333333
Gm20687,2,2,64.21036666666667,91.46263333333332
Gas5,1,2,21.6952,25.9792
Srgap2,1,1,196.38333333333333,284.548
Mthfd1,2,1,44.291066666666666,29.6263
RP23-414P13.3,1,1,11.33695,27.02125
Gm9869,1,1,19.50225,7.15089
Gm44054,1,1,18.0741,20.4769
Gm30524,2,1,12.702850000000002,13.7078
Trex1,1,2,12.9207,12.069536666666666
Vill,1,1,24.30945,7.022985
Gm14637,1,1,9.59119,10.85905
Mtmr12,2,1,32.57695,32.4164
Topbp1,1,1,4.168235,6.047415
Tmem161a,1,1,17.3668,26.05845
Lta4h,1,1,31.95363333333334,23.7388
Gpr108,2,1,119.82966666666664,107.18876666666664
Maf1,1,2,30.7628,16.528766666666666
Cage1,1,1,17.17251,11.563485
Akap5,1,1,8.431890000000001,6.932874999999999
Ppm1a,1,1,19.800916666666662,16.19109333333333
Crot,1,1,31.02285,15.06335
Bloc1s5,1,1,22.600866666666665,20.8713
Tprgl,1,1,9.481325,10.792940000000002
Ccnt2,1,1,47.15033333333334,37.02296666666667
4930434B07Rik,1,1,8.505466666666667,14.84055
Spsb4,1,1,16.89145,17.81425
Ghitm,1,1,18.8687,33.86605
Sh2b3,1,1,8.693114999999999,8.690733333333334
Pros1,1,1,16.421856666666667,14.27565
Dennd2c,1,1,28.8963,6.758225
Ccnl1,1,1,9.729225,9.905713333333331
Zbtb40,1,1,16.67295,15.056286666666663
Tbce,1,1,18.2655,14.393923333333332
Tpd52-ps,1,1,12.964099999999998,9.024116666666666
Gm17259,1,1,24.49215,32.360733333333336
Pts,1,1,19.6717,12.37498
Gng8,1,1,25.6104,13.465766666666669
Gm44576,1,1,3.276045,4.256785
Txlng,1,1,28.389166666666668,20.1754
RP24-336D11.4,1,1,86.44283333333333,76.02336666666667
Nr2f1,1,1,18.07273333333333,10.503885
Mapk1,1,1,13.850333333333332,17.39565
Fubp1,1,1,7.1427,16.27387
Micu3,1,1,15.93995,17.91425
Fam219a,1,1,21.26843333333333,11.756345
Gm26694,1,1,18.289066666666667,13.25048
Gm22357,1,2,21.6952,25.9792
Fam168a,1,1,67.30003333333333,90.6925
Cactin,1,1,52.85556666666667,119.31233333333334
Rtn4,1,1,39.1711,45.0031
Rfk,2,1,14.945,10.45601
Gm4924,1,1,15.4669,13.27568
Akap11,1,1,16.94715,17.01375
Gm11970,1,1,31.471366666666665,30.31655
Creb3l2,1,1,84.58623333333334,83.61856666666667
Zfp691,1,1,43.61656666666666,21.331166666666665
Cep89,1,1,28.23155,15.167133333333334
Pex1,1,1,22.7961,15.672033333333331
Hnrnpk,2,1,11.86685,9.78158
Elf3,1,1,12.55165,6.64408
Crebl2,1,1,27.97053333333333,22.1497
Triobp,1,1,18.061823333333333,5.50657
Gm17039,1,1,10.24469,9.864506666666664
mt-Td,1,1,48366.03333333333,97576.33333333331
Ppargc1a,1,1,24.82065,21.011966666666662
Fam120b,1,1,37.65873333333334,17.166633333333333
D230022J07Rik,1,1,39.39293333333333,63.40123333333333
Gyltl1b,1,1,23.46105,29.20793333333333
2410124H12Rik,1,1,15.0395,10.22249
Ccm2,2,1,31.213733333333334,13.810433333333334
Arl4aos,1,1,20.70675,13.333765
Gm37494,1,1,30.180866666666663,18.01953333333333
Gm8495,1,1,12.6848,11.314613333333334
Rnpepl1,1,1,12.67358,3.41731
Fam181b,1,1,15.361543333333335,9.381405
Dock6,1,1,28.7389,13.726835
Gm13421,1,1,46.964400000000005,39.246433333333336
Gm43689,1,1,7.0817250000000005,22.472
Gm16796,1,1,6.23922,11.36001
Zfp383,2,2,28.23255,27.34198
1300017J02Rik,1,1,4.168235,6.047415
Hnrnpa3,1,1,31.76555,18.5635
Gm15764,1,1,12.43736,16.8143
Sft2d1,1,1,16.507125,11.49032
Fstl1,1,1,14.046820000000002,7.707594999999999
Casc4,1,1,5.582895000000001,9.49093
Zfp773,1,1,26.145,19.4198
Cad,1,1,9.761906666666668,9.239965
A330074H02Rik,1,1,12.501553333333334,15.0159
Zfp809,1,1,28.3646,19.064533333333333
Ddx17,1,1,40.81635,19.70855
Zfp617,1,1,13.48344,12.89195
RP23-345D18.4,1,1,19.1477,12.82615
Coq3,1,1,9.04542,11.080033333333333
4833418N02Rik,1,1,27.8792,12.43945
4930524J08Rik,1,2,12.6962,19.64155
Tmem259,2,1,25.88723333333333,51.59846666666667
Nrn1,1,2,26.24095,11.18728
Haus6,1,1,23.073400000000003,25.62985
AW554918,1,1,23.1586,6.409295
Fam221b,1,1,11.970055,6.72842
Hspa8,2,2,46.40253333333334,29.2861
Dck,1,1,20.200666666666667,15.5268
Inpp5k,1,1,26.2238,16.65635
Vps26b,1,1,31.56783333333333,29.8225
Gm17138,1,1,9.195533333333332,12.61177
Scd1,1,1,23.64155,9.693425
Ddx3x,1,1,15.47759,15.810333333333332
1700040L08Rik,1,1,16.173485,15.5333
1700037H04Rik,1,1,16.83166,13.08705
Snord15a,1,1,18.5825,22.9371
St3gal2,1,1,60.08713333333333,44.3798
Fbxl19,1,1,54.88883333333333,105.8755
Macf1,1,1,12.56838,16.631149999999998
Gm16023,1,1,21.3758,11.562276666666667
4930519G04Rik,1,1,185.407,235.778
Uspl1,1,1,23.485566666666667,18.20035
Gm11398,1,2,15.604466666666667,18.76213333333333
Cep290,1,1,30.714866666666666,23.797633333333337
Gm43766,1,1,38.6966,18.6951
Gm26670,2,1,17.336166666666667,9.97403
Mir1956,1,1,13.237900000000002,16.576900000000002
Megf11,2,1,8.95213,10.58874
Ppib,1,1,27.1399,32.59446666666667
Gm7102,1,1,10.093006666666666,10.72951
Gm42790,1,1,16.70459,13.56345
Fam185a,1,1,77.8494,39.65793333333334
Atad1,1,1,17.10569666666667,20.2347
Gm36211,1,1,15.412126666666666,15.66847
Gm29481,1,1,5.10356,8.366945
Cnpy4,1,1,12.5161,21.7034
Ppwd1,1,1,25.60575,10.903736666666669
Gm11267,1,1,17.84783333333333,6.523225
Gm15579,1,1,10.046,10.409233333333331
Actr6,1,2,19.18165,10.25016
C330021F23Rik,2,1,26.58095,9.94537
Gm43571,2,1,11.70129,16.96735
Rhbdd3,1,1,14.50322,20.75015
Alg14,1,1,98.207,91.74126666666666
Tap1,1,1,18.51556666666667,15.5682
Gm16272,1,1,22.535966666666667,19.2696
Fam92b,2,1,22.28606666666667,26.8071
Zic2,1,1,29.602666666666664,23.28593333333333
Agpat5,1,1,12.81735,12.10776
Gm12279,1,1,15.2693,30.15
Alg2,1,1,28.0325,34.5384
Map4k2,2,1,7.011195000000001,4.855435
Gm44355,1,1,19.53377,18.58745
Snord32a,1,1,28.10493333333333,40.8507
Gm44597,1,1,10.105965,16.09785
Rnh1,1,1,22.450266666666664,20.343333333333334
Nln,1,1,17.81085,21.03215
Tmem97,1,1,18.052100000000003,17.910033333333335
Syf2,1,1,20.2109,8.671195
Psmd2,1,1,17.795366666666666,19.3568
Pex11b,1,1,15.4705,8.65954
C730034F03Rik,1,1,17.306833333333334,11.0703
Zkscan14,1,1,99.30485,139.476
Gm16045,1,1,4.647525,4.650015
Ttc39d,1,1,12.79522,10.03452
Tgfb2,1,1,20.14313333333333,10.52624
Hspa13,1,1,64.22866666666667,30.810900000000004
Phc3,1,1,14.418743333333332,10.699523333333332
Fdft1,1,1,30.139566666666667,26.976966666666662
Ghrh,1,1,38.2048,30.56566666666667
Phf23,1,1,25.9857,35.07325
Gm13383,1,1,48.6765,68.14386666666667
Kxd1,1,1,5.766145,9.464715
Zranb2,1,1,10.37557,10.188676666666668
Stk32c,1,2,23.44375,12.6836
Rpl41,1,1,13.4456,26.7031
1810026B05Rik,1,1,33.4041,36.7798
Gm25558,1,1,10.914135,4.38452
Map2k7,1,1,21.6834,27.6627
Hist1h2ad,1,1,26.18465,19.70365
Ccdc136,1,1,14.12135,7.51909
Zfp760,1,1,29.03095,15.45838
Tmem89,1,1,21.3837,14.31255
Btrc,1,1,35.224866666666664,40.5798
Elp2,1,1,24.224266666666665,26.05763333333333
Marcksl1,1,2,23.8215,21.77283333333333
Lrrc10b,1,1,4.9602,8.350455
Csnk1g3,1,1,20.0642,30.26975
Atg13,1,1,27.77913333333333,18.4444
Kcnc3,1,1,12.111484999999998,9.76318
Gpr179,1,1,11.21655,10.966635
Gm29170,1,1,12.7907,10.53836
Pomt2,2,1,18.860266666666668,20.4158
Gm44498,1,1,8.935503333333333,12.6341
Arnt,1,1,19.838725,13.80275
Eif2b3,1,1,7.781675,7.220655000000001
Leo1,1,1,14.54665,13.74462
Gm43714,1,1,17.388233333333332,21.735866666666663
Pex13,1,1,22.3364,22.258333333333336
Plcl1,1,1,25.5527,12.56055
Glce,1,1,27.9572,35.2233
Ireb2,1,1,19.44615,10.548626666666664
Nrip1,1,1,16.15895,8.767105
Zfp280c,1,1,4.435495,6.82435
Trub1,1,1,20.29303333333333,15.9504
Muc1,1,1,14.84557,18.89945
Plcd3,1,1,21.4194,13.96455
Mir6913,1,1,25.67185,46.51265
Diaph1,1,1,19.51604,15.581723333333334
Ltbp4,2,2,16.83288,18.105
Cenpw,1,1,14.80045,9.11222
E4f1,1,1,25.59915,51.2105
Spns1,1,1,18.28545,15.348733333333334
Ywhah,1,1,16.62625,12.39585
RP24-191C23.2,1,1,7.52606,8.594629999999999
Gm22574,1,1,8.54636,6.386955
Aqp6,1,1,12.208325,11.514586666666666
Zfp958,1,1,20.963766666666668,28.88605
Mcee,1,1,47.16403333333333,73.99686666666666
Ntan1,1,1,29.55655,29.0958
Stard4,1,1,38.4924,20.43505
Gltscr2,1,2,14.2792,14.0481
Nxpe3,1,1,34.7494,37.8551
A730017L22Rik,1,1,18.61583333333333,7.624705
Tpgs1,1,1,18.4975,18.62875
C530044C16Rik,1,1,50.3787,91.18586666666666
Bzw1,1,1,19.98195,12.0664
Plscr2,1,1,17.062013333333333,7.82528
Tomm5,1,1,9.02493,12.55289
Ift52,1,1,13.937,17.763350000000003
Etfdh,1,1,124.22033333333331,100.18443333333336
Hadhb,1,1,19.52065,15.976203333333332
Gm15787,1,1,15.2226,18.11585
Fbxl18,1,2,16.893583333333332,16.84975
Hcfc1,1,1,23.0135,35.320350000000005
Gm25541,1,1,46.964400000000005,39.246433333333336
Tnni3,1,1,13.100326666666668,7.837875
Gm24576,2,1,14.2792,14.0481
Ncapd3,1,1,31.56783333333333,29.8225
Gm11266,1,1,13.33245,24.0475
Zfp451,1,1,10.015193333333334,6.50089
Psmd11,1,1,20.3781,8.292256666666667
Gm43020,1,1,22.610950000000003,16.127733333333335
Smdt1,1,1,18.148966666666663,15.9915
RP23-336M16.3,1,1,32.7048,19.753533333333333
Anp32e,1,1,66.66606666666667,92.1928
Gm26520,1,1,12.29265,11.694095
Hip1,1,1,271.2575,285.77500000000003
Add2,1,1,7.54062,7.821535000000001
Mzf1,1,1,31.27893333333333,19.103056666666664
Mrpl36,2,2,19.750866666666667,12.262966666666664
Snx16,1,1,18.6756,20.2887
Mapk8ip1,1,1,17.2506,10.881365
Nars,1,1,18.584333333333333,15.09925
Snora31,1,1,21.37555,17.52075
Gm43969,1,1,19.08929,12.117073333333332
Gm4081,1,1,10.008225,7.369870000000001
Stra13,1,1,32.23843333333334,14.16335
Scai,1,1,38.99673333333333,32.0876
Mreg,2,1,18.7658,20.811666666666664
Srpr,1,1,19.9438,7.22239
Lcat,1,1,23.8948,13.226506666666666
n-R5s24,1,1,15.207315,16.20415
Polr2b,1,1,49.391533333333335,27.94326666666667
1700120B22Rik,1,1,18.856800000000003,15.9393
Gm25296,1,1,25.2945,22.1997
Tmem106b,1,1,11.423285,7.271100000000001
Wdr13,1,1,17.521466666666665,11.901409999999998
Ebf1,1,1,37.7857,24.020566666666667
Nlk,1,1,56.4093,118.0399
Atad2b,1,1,26.54615,15.65245
Sall3,2,1,7.251255,9.309715
Gm26551,1,1,6.16958,10.51327
Rab21,1,1,17.86646,14.6785
Fcor,1,1,21.1497,11.77763
Gm10176,1,1,12.65945,15.92285
Sept2,1,1,41.7629,71.96156666666667
Gm27030,2,1,15.56335,20.598143333333336
1700039M10Rik,1,1,19.547933333333333,10.223755
Gm27326,1,1,12.21368,10.396153333333332
Map4,1,1,34.97763333333334,21.40625
Zfp712,1,1,28.65165,13.06636
Zcchc24,1,1,19.4217,12.66689
Zbtb41,1,2,13.751233333333332,13.642233333333332
Lyrm1,1,2,16.344710000000003,24.913866666666664
Tcp1,1,1,55.3765,47.29003333333333
Gm684,1,1,28.608266666666665,15.09925
Cacna2d1,1,1,12.7748,12.6807
Sec61b,1,1,28.0325,34.5384
Txndc9,1,1,23.487566666666662,38.707
Brpf3,2,1,18.08215,11.567676666666664
Gm30731,1,2,57.750800000000005,76.32173333333333
2010109A12Rik,1,1,13.93336,14.401206666666669
Gm32950,1,1,23.134933333333333,15.065633333333333
Lpxn,2,1,16.8589,21.366766666666667
Hist1h2an,1,1,14.380346666666666,21.84306666666667
Pbx1,1,1,34.19833333333333,42.22496666666667
Snord96a,1,1,25.2945,22.1997
2700080J24Rik,1,1,25.6104,13.465766666666669
Snora26,1,1,28.128500000000003,19.78137
Snord72,1,1,43.307966666666665,19.2793
Ubxn8,1,1,14.627166666666668,24.14495
Tmod2,1,1,12.5928,6.373946666666666
Rabep2,1,1,22.545033333333333,11.519885
Agpat1,1,1,130.50365,205.9135
Epha4,1,1,18.73025,5.95907
Col16a1,1,1,13.055133333333332,11.461223333333336
Ulk4,1,1,27.66593333333333,16.326900000000002
Glb1,1,1,14.5582,13.480353333333332
Fahd2a,1,1,13.184636666666668,16.23775
Nmrk1,1,1,20.177566666666667,22.69035
Dirc2,1,1,9.72484,15.847285
Snord59a,1,1,27.018313333333328,15.7329
a,1,1,20.288533333333334,23.28064333333333
Rpl23a,1,1,15.008466666666669,26.5901
Trmt5,1,1,18.154433333333333,9.07134
Slc46a3,1,1,39.46245,9.001574999999999
Fadd,1,1,29.450033333333334,15.628345
Taco1os,1,1,20.1438,20.45855
Rfxank,1,1,26.257366666666663,25.9089
Cdca4,1,1,16.10005,14.17299
Mettl10,2,1,11.675723333333332,7.2255
Gm43857,2,1,14.520465000000002,6.787515
Als2,1,1,8.675375,16.1637
Khsrp,1,1,178.5103333333333,253.23433333333327
Gm16686,1,1,14.09945,19.6103
Slc38a10,1,1,15.76105,14.40931
Ints2,1,1,11.6512,17.469333333333335
Ccdc92,1,1,6.34861,8.31945
Gm10209,1,1,2.93809,19.068045
Mtmr4,1,1,81.37496666666668,45.1591
Amer1,1,1,10.5796,10.962745
Cldn34c1,1,1,27.6867,16.237466666666666
Chchd4,1,1,43.32275,29.74113333333333
Snord1c,1,1,18.384326666666663,31.65385
Zswim6,1,1,53.0624,51.340050000000005
Gm37608,1,1,18.11224,10.930795
Gm37731,1,1,24.250966666666667,13.234935
Klhl28,1,1,30.674333333333333,28.542666666666666
C2cd2l,1,1,17.52175,10.07325
Cyhr1,1,1,44.82196666666667,64.7171
Gm27042,1,1,16.889166666666664,13.672599999999996
Cdk7,1,1,21.80516666666667,11.280533333333333
Diaph3,1,1,17.9998,13.88545
Gnl3l,1,1,22.937366666666662,8.812635
Pcyox1l,1,1,21.6407,18.56233333333333
Nek6,1,2,28.09685,8.6518
Gm37233,2,1,10.116925,22.1967
Gm23113,1,1,21.15556666666667,13.653
Gm29358,1,1,53.17963333333333,69.63143333333333
Hltf,1,1,33.46383333333333,15.1614
Kdm6bos,1,1,12.17608,6.2154050000000005
Cct6a,1,1,46.73853333333333,20.7428
9430065F17Rik,1,1,21.67,7.899889999999999
Hsph1,1,1,87.1302,44.6427
Hist1h3a,1,2,30.46246666666666,33.96625
Iqcd,2,1,58.135,66.4919
Kif13b,1,1,12.78625,9.93761
BC048644,1,1,15.9031,11.4046
Ewsr1,1,1,14.50322,20.75015
Orc1,1,1,15.78985,25.73945
Cd3eap,1,2,14.4887,17.2992
Slc38a6,1,1,18.154433333333333,9.07134
RP23-144M22.1,1,2,10.861946666666666,24.00005
Pknox1,1,1,27.710966666666664,47.3848
Psmb7,1,1,11.13953,16.4526
Hist1h2ab,1,1,11.9258,16.336226666666665
Pon2,1,1,14.70935,14.38125
Mir6353,1,1,13.300865,2.756985
Arsk,1,1,21.167566666666666,22.6572
Lmbrd1,1,1,27.17425,25.6671
Homer1,1,1,16.468966666666667,16.255033333333333
Xpo1,1,1,95.51266666666668,75.22156666666666
Aggf1,2,1,21.01805,4.8255
4930542C16Rik,1,1,54.5643,38.327866666666665
Gm13375,2,1,31.24813333333333,20.8422
Dpp9,1,1,20.25655,10.75898
Bcl2l13,1,1,8.818719999999999,12.626166666666668
Gm24970,2,1,27.710966666666664,47.3848
Cdipt,1,1,18.41585,31.46525
Mief2,1,1,11.827965,19.18047
Slc39a7,1,1,21.2603,7.666485
Rrm2b,1,1,40.6253,18.515066666666662
Tspan11,1,1,34.72303333333334,25.539133333333336
Tbc1d9,1,1,14.569299999999998,11.37165
