annotation,count,Both,Endo Only,Exo Only
"Intron (ENSMUST00000105682.8/68703, intron 1 of 22)",1,NA,NA,0.12254901960784313
"Intron (ENSMUST00000139835.1/102635783, intron 1 of 1)",1,NA,0.08841732979664013,NA
"Intron (ENSMUST00000146546.1/ENSMUST00000146546.1, intron 2 of 2)",1,NA,0.08841732979664013,NA
"Intron (ENSMUST00000180921.1/320614, intron 1 of 2)",1,NA,NA,0.12254901960784313
"Intron (ENSMUST00000181660.7/66297, intron 1 of 3)",1,NA,NA,0.12254901960784313
"Intron (ENSMUST00000203619.2/18488, intron 1 of 22)",1,NA,NA,0.12254901960784313
"Intron (ENSMUST00000210378.1/ENSMUST00000210378.1, intron 3 of 7)",1,NA,NA,0.12254901960784313
"Intron (ENSMUST00000236133.1/ENSMUST00000236133.1, intron 2 of 4)",1,NA,0.08841732979664013,NA
Promoter (<=1kb),780,NA,NA,95.58823529411765
Promoter (<=1kb),1046,NA,92.48452696728559,NA
Promoter (1-2kb),1,NA,NA,0.12254901960784313
Promoter (1-2kb),14,NA,1.237842617152962,NA
Promoter (2-3kb),1,NA,NA,0.12254901960784313
Promoter (2-3kb),9,NA,0.7957559681697612,NA
