"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007059","GO:0007059","chromosome segregation","53/1340","433/28928",0.122401847575058,2.64241839302334,7.58904985364338,1.3002384118387e-10,3.72620955392722e-08,2.66674936322818e-08,"19252/12540/78798/382073/76915/66700/71909/14211/66336/56208/231123/58186/224023/54194/28135/66296/103733/53869/70099/20586/66993/237911/213582/68549/16581/230376/67052/74187/54141/77045/100502766/52696/59008/27050/22284/223499/101706/227707/22680/76464/11461/66617/12447/21335/16580/75430/21973/66140/22210/193740/56456/11789/12189",53
"GO:0006367","GO:0006367","transcription initiation at RNA polymerase II promoter","29/1340","159/28928",0.182389937106918,3.93744485121562,8.18558813770987,2.32195763511889e-10,6.32152966161119e-08,4.52415113958429e-08,"218214/319944/99730/20586/27224/21374/14815/20807/17188/66464/13486/56632/14884/26896/22059/83602/70208/75613/69792/98053/328572/22378/23808/78878/69920/217127/13653/12912/270627",29
"GO:0045727","GO:0045727","positive regulation of translation","27/1340","142/28928",0.190140845070423,4.10477191507252,8.17386011817046,3.64282368483566e-10,9.22354247050977e-08,6.60104474908456e-08,"56403/239528/207214/73826/20102/18458/100037258/210529/19653/12696/18148/234384/16341/276770/229663/75420/83485/21357/20677/67031/328572/12567/13629/74112/15469/23879/53817",27
"GO:0051348","GO:0051348","negative regulation of transferase activity","34/1340","215/28928",0.158139534883721,3.41392572023603,7.82974890865352,3.72668382646859e-10,9.22354247050977e-08,6.60104474908456e-08,"19016/15502/12580/19252/24064/11816/15587/75454/100037258/12576/19246/50873/18569/52840/23790/83945/13844/18148/26889/21838/108900/72349/75296/22695/11461/21754/56468/226849/14154/19084/66612/71059/606496/11789",34
"GO:0141091","GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","47/1340","371/28928",0.126684636118598,2.73487548779016,7.41212889938894,4.60173542879523e-10,1.08941084390391e-07,7.79662451139585e-08,"19016/72993/24064/21416/13001/56424/56440/12005/387216/18569/50766/15208/67326/15205/328365/26356/19646/21807/110521/107321/14561/20340/218952/22284/18128/14281/101706/23988/22059/20660/238247/66513/229285/75901/328572/68526/20848/15469/18099/16969/387244/20779/13207/13653/12912/20869/22057",47
"GO:0006352","GO:0006352","DNA-templated transcription initiation","32/1340","198/28928",0.161616161616162,3.48897934569576,7.74515410233363,6.93989358166606e-10,1.55911603928867e-07,1.11581800346946e-07,"218214/319944/99730/21429/20586/21340/27224/21374/14815/20807/17188/66464/13486/56632/14884/26896/22059/83602/70208/75613/69792/98053/328572/22378/23808/78878/69920/217127/72567/13653/12912/270627",32
"GO:0016055","GO:0016055","Wnt signaling pathway","54/1340","467/28928",0.115631691648822,2.49626386269935,7.18431784741562,7.15847584613712e-10,1.55911603928867e-07,1.11581800346946e-07,"208846/21416/11816/26416/14694/18763/13001/75826/26385/12005/11426/70425/214897/50873/22423/74025/27041/20586/20187/16480/12876/56637/20438/21415/218952/56505/114606/18128/13543/20674/271457/20677/23988/59004/21886/12447/56612/18605/73389/70300/22210/19043/107351/54644/629378/606496/18099/11789/20779/103236/13198/13653/73739/20869",54
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","42/1340","316/28928",0.132911392405063,2.86929907424901,7.36363430552928,8.93818167598239e-10,1.8718615086817e-07,1.33964164228691e-07,"19016/15502/12580/19252/24064/11816/227292/14694/12702/15587/100037258/12576/19246/50873/18569/52840/23790/83945/23991/21770/18213/13844/100504663/18148/101490/21838/108900/72349/75296/11461/18115/21754/56468/18605/14154/19084/215653/71059/70312/15525/11789/16210",42
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","31/1340","194/28928",0.15979381443299,3.4496384059086,7.5448184164268,1.69593957842511e-09,3.42014481649065e-07,2.44770694710713e-07,"56403/239528/234594/12227/18458/210529/268420/22352/15473/17164/14904/213988/12696/18148/52477/72068/229663/16549/75420/22695/59004/67207/75553/75901/67031/103135/23879/12192/15381/214855/22057",31
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","36/1340","252/28928",0.142857142857143,3.08400852878465,7.32292295352753,2.00268796390516e-09,3.77921963927659e-07,2.70468727555013e-07,"665563/14923/68801/231327/66945/226646/104130/18103/50873/11951/12041/212627/269614/73095/66454/11534/14450/70456/78830/12048/67680/75406/56632/68342/66592/67942/192185/13382/68198/27425/66043/20848/11964/68738/11564/11674",36
"GO:0042326","GO:0042326","negative regulation of phosphorylation","43/1340","337/28928",0.127596439169139,2.75455954648124,7.14023290199819,2.01611295940174e-09,3.77921963927659e-07,2.70468727555013e-07,"19016/15502/12580/19252/24064/11816/227292/14694/12702/15587/100037258/12576/19246/50873/18569/52840/23790/83945/23991/21770/18213/13844/100504663/18148/101490/21838/108900/72349/75296/11461/18115/21754/56468/226849/18605/14154/19084/215653/71059/70312/15525/11789/16210",43
"GO:0043488","GO:0043488","regulation of mRNA stability","29/1340","174/28928",0.166666666666667,3.59800995024876,7.57548230900282,2.08221467728738e-09,3.77921963927659e-07,2.70468727555013e-07,"56403/239528/234594/12227/18458/210529/268420/22352/15473/17164/213988/12696/18148/52477/72068/229663/16549/75420/22695/59004/67207/75553/75901/103135/23879/12192/15381/214855/22057",29
"GO:0032869","GO:0032869","cellular response to insulin stimulus","35/1340","242/28928",0.144628099173554,3.12224003947206,7.30653010769806,2.40276002846352e-09,4.22033172741416e-07,3.02037949927741e-07,"19016/72999/72993/26379/12566/14245/12702/106572/19246/18761/18706/13685/19653/83946/51788/17118/17274/56637/74143/20662/18710/98415/20660/18605/20683/22724/107351/13631/606496/22278/18709/11789/20779/12192/22628",35
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions","41/1340","315/28928",0.13015873015873,2.80987443733712,7.11813161493965,2.64387371715261e-09,4.23408599702822e-07,3.0302230652938e-07,"56194/170791/54614/382073/107686/107701/67736/67332/20637/664883/210529/68693/81898/56215/22185/19653/12696/18148/192196/74200/51796/67367/227707/76167/208768/229700/209416/67031/15388/22668/16201/67039/20918/20624/70312/16969/53817/50783/13207/75956/15381",41
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","41/1340","315/28928",0.13015873015873,2.80987443733712,7.11813161493965,2.64387371715261e-09,4.23408599702822e-07,3.0302230652938e-07,"56194/170791/54614/382073/107686/107701/67736/67332/20637/664883/210529/68693/81898/56215/22185/19653/12696/18148/192196/74200/51796/67367/227707/76167/208768/229700/209416/67031/15388/22668/16201/67039/20918/20624/70312/16969/53817/50783/13207/75956/15381",41
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","41/1340","315/28928",0.13015873015873,2.80987443733712,7.11813161493965,2.64387371715261e-09,4.23408599702822e-07,3.0302230652938e-07,"56194/170791/54614/382073/107686/107701/67736/67332/20637/664883/210529/68693/81898/56215/22185/19653/12696/18148/192196/74200/51796/67367/227707/76167/208768/229700/209416/67031/15388/22668/16201/67039/20918/20624/70312/16969/53817/50783/13207/75956/15381",41
"GO:0033044","GO:0033044","regulation of chromosome organization","36/1340","257/28928",0.140077821011673,3.02400836285499,7.18292666088047,3.42643127946126e-09,5.33054809047615e-07,3.81493190874152e-07,"19252/21454/12566/14211/56208/224023/18761/75339/69917/12465/70099/20586/66993/68549/67052/54343/68964/77045/52696/59008/56505/101706/216853/22059/22680/76464/11461/21335/75430/21973/15081/56456/11789/20779/15381/52040",36
"GO:0043487","GO:0043487","regulation of RNA stability","30/1340","190/28928",0.157894736842105,3.40864100549882,7.3411583880269,4.12459374406274e-09,6.2384480378949e-07,4.46469182471353e-07,"56403/239528/234594/12227/18458/210529/268420/22352/15473/17164/213988/12696/18148/52477/72068/229663/28114/16549/75420/22695/59004/67207/75553/75901/103135/23879/12192/15381/214855/22057",30
"GO:0016197","GO:0016197","endosomal transport","38/1340","284/28928",0.133802816901408,2.88854319949548,7.04876853132507,4.64430521531799e-09,6.83465997227201e-07,4.89138489533633e-07,"74718/12540/101240/66700/56440/56208/23790/103724/19326/83435/53869/100504663/225861/231717/12048/53611/17274/101490/67581/71517/66530/11776/68365/22350/21968/69596/271457/66201/20660/231855/229227/170833/235442/16443/233204/106039/20779/68449",38
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","51/1340","452/28928",0.11283185840708,2.43582089552239,6.78069145514556,4.8855340534128e-09,7.00045603179808e-07,5.01004073843053e-07,"78581/68052/239528/77591/107686/67332/20102/20104/81898/22185/140546/67973/20103/217431/106338/213895/18148/320790/234384/16341/66164/72344/56505/19942/192196/74200/223499/52530/83485/100019/50911/21357/20935/208768/26905/66475/68845/27998/107071/20085/30946/52705/22121/74112/227522/448850/226982/20088/53817/50783/68966",51
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","46/1340","388/28928",0.118556701030928,2.55940913986767,6.81542498554063,5.93123167508735e-09,7.97588798451627e-07,5.7081315197292e-07,"19016/15502/12580/19252/24064/11816/227292/14694/12702/15587/100037258/12576/19246/50873/18569/52840/23790/83945/23991/21770/18213/13844/100504663/18148/101490/21838/108900/72349/75296/22059/11461/18115/21754/74747/56468/226849/18605/14154/19084/215653/20848/71059/70312/15525/11789/16210",46
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","46/1340","388/28928",0.118556701030928,2.55940913986767,6.81542498554063,5.93123167508735e-09,7.97588798451627e-07,5.7081315197292e-07,"19016/15502/12580/19252/24064/11816/227292/14694/12702/15587/100037258/12576/19246/50873/18569/52840/23790/83945/23991/21770/18213/13844/100504663/18148/101490/21838/108900/72349/75296/22059/11461/18115/21754/74747/56468/226849/18605/14154/19084/215653/20848/71059/70312/15525/11789/16210",46
"GO:0071824","GO:0071824","protein-DNA complex organization","30/1340","193/28928",0.155440414507772,3.35565694841853,7.23650867398792,6.00571914352924e-09,7.97588798451627e-07,5.7081315197292e-07,"319944/99730/97122/66336/110749/66403/244059/20586/66993/20926/52808/21340/21374/19646/18148/66464/13486/26896/22059/622675/83602/70208/75613/69792/328572/54169/15081/50709/12912/270627",30
"GO:0031647","GO:0031647","regulation of protein stability","44/1340","363/28928",0.121212121212121,2.61673450927182,6.8315443970901,6.45474913275838e-09,8.36812119711176e-07,5.98884242843898e-07,"77035/21454/11932/235323/75826/11933/56424/378702/77006/50873/28135/56336/83945/12465/19358/18148/67052/54343/215114/72344/20438/15510/103425/22284/230484/76800/12539/20677/23988/22059/22680/19302/12328/328572/28199/215653/15161/22210/54644/18099/54197/20779/21423/12912",44
"GO:0045862","GO:0045862","positive regulation of proteolysis","42/1340","339/28928",0.123893805309735,2.67462686567164,6.83537600160068,7.45472509141051e-09,9.43976235412331e-07,6.75578758590006e-07,"19016/11816/14694/71955/56424/223752/12005/77006/50873/226548/110616/14066/103724/12042/83945/170770/21353/19358/56637/71492/215114/15510/56438/27050/12371/76892/56371/100494/224619/56468/328572/70300/53312/193740/20848/606496/20779/233900/12631/26374/18245/52551",42
"GO:0000819","GO:0000819","sister chromatid segregation","33/1340","230/28928",0.143478260869565,3.09741726151849,7.03828629515571,8.34824321685482e-09,1.02643084196596e-06,7.34589333905176e-07,"19252/78798/66700/14211/56208/224023/54194/103733/53869/70099/20586/66993/213582/16581/67052/74187/54141/77045/100502766/52696/59008/101706/22680/76464/11461/21335/16580/75430/21973/66140/193740/56456/11789",33
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","30/1340","196/28928",0.153061224489796,3.30429485226927,7.13390209368527,8.67061972589788e-09,1.02643084196596e-06,7.34589333905176e-07,"11816/14694/18763/13001/225131/56424/12005/77006/50873/19359/110616/19358/56637/71492/56438/22284/76892/22187/56371/100494/56468/12328/53312/214254/193740/606496/233900/26374/18245/52551",30
"GO:0098813","GO:0098813","nuclear chromosome segregation","41/1340","328/28928",0.125,2.69850746268657,6.81813118350716,8.67140839861054e-09,1.02643084196596e-06,7.34589333905176e-07,"19252/12540/78798/76915/66700/14211/56208/224023/54194/28135/103733/53869/70099/20586/66993/237911/213582/16581/67052/74187/54141/77045/100502766/52696/59008/223499/101706/227707/22680/76464/11461/12447/21335/16580/75430/21973/66140/22210/193740/56456/11789",41
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","37/1340","279/28928",0.132616487455197,2.86293264858503,6.89109933320924,9.40490988294381e-09,1.08956881516232e-06,7.79775506980022e-07,"56424/80795/100037258/77006/19246/50873/70551/110616/170770/67878/13665/22213/56709/17118/12048/12304/56637/26427/74143/66530/108159/66663/12371/104771/20338/110213/76892/22059/53357/69065/67890/72053/54197/18709/13198/67163/52551",37
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","33/1340","233/28928",0.141630901287554,3.0575363525719,6.94970469988187,1.15675398987766e-08,1.31219280726747e-06,9.39101594413836e-07,"11816/14694/18763/13001/24069/225131/56424/12005/77006/50873/19359/110616/19358/56637/71492/56438/22284/76892/22187/56371/100494/224619/56468/12328/192169/53312/214254/193740/606496/233900/26374/18245/52551",33
"GO:0042176","GO:0042176","regulation of protein catabolic process","44/1340","372/28928",0.118279569892473,2.55342641630557,6.64595594001929,1.35595198812106e-08,1.48359885174106e-06,1.06177235496504e-06,"21762/382073/11816/14694/18763/13001/101240/225131/56424/53325/56440/12005/12576/77006/50873/67588/19359/110616/19358/56637/71492/56438/22350/22284/76892/23988/20660/22187/56371/100494/70247/56468/12328/53312/214254/193740/606496/106039/22123/11789/233900/26374/18245/52551",44
"GO:0030900","GO:0030900","forebrain development","52/1340","480/28928",0.108333333333333,2.33870646766169,6.51814622436095,1.37436204611962e-08,1.48359885174106e-06,1.06177235496504e-06,"723968/18028/20511/21416/12227/67102/11932/19434/11804/58234/16975/70223/210529/99512/23790/216850/50913/13845/15208/15205/20586/20187/328365/668303/13844/14450/14790/13167/320790/56637/20807/228662/18992/12032/67263/20664/22284/18128/225523/75420/14281/20674/22187/15270/18472/723967/21335/15114/23879/20779/59030/12912",52
"GO:0032868","GO:0032868","response to insulin","39/1340","308/28928",0.126623376623377,2.73355301415003,6.7409585907277,1.38959672063901e-08,1.48359885174106e-06,1.06177235496504e-06,"19016/72999/72993/26416/26379/12566/14245/12702/106572/20104/19246/18761/18706/13685/19653/83946/51788/17118/17274/56637/74143/20662/18710/14281/98415/20660/18605/20683/22724/107351/13631/606496/22278/18709/11789/20779/12192/22628/13653",39
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","23/1340","126/28928",0.182539682539683,3.94067756455816,7.29063482999064,1.62218020772271e-08,1.69860985212503e-06,1.21565002611123e-06,"66945/226646/104130/18103/50873/11951/11534/78830/12048/67680/75406/56632/68342/66592/67942/21915/68198/27425/22171/66043/20848/11964/11674",23
"GO:0016236","GO:0016236","macroautophagy","40/1340","323/28928",0.123839009287926,2.67344392588143,6.66554151890407,1.70834400081184e-08,1.7550817140416e-06,1.25606544012024e-06,"67846/268749/66700/225131/56424/56208/66536/11781/77006/50873/67588/19338/214063/13665/13844/100504663/56367/53611/73683/72344/12315/214585/66530/14387/217893/66663/21968/74159/78246/12177/12539/22059/19302/231855/229285/329015/67890/20924/606496/54197",40
"GO:0009165","GO:0009165","nucleotide biosynthetic process","33/1340","237/28928",0.139240506329114,3.00593236349896,6.83378960549213,1.76945532395643e-08,1.7842007849894e-06,1.27690518699546e-06,"665563/14923/231327/66945/226646/104130/18103/50873/11951/68556/212627/66454/11534/14450/78830/12048/67680/75406/56632/68342/66592/67942/192185/21915/68198/27425/22247/22171/66043/20848/11964/11564/11674",33
"GO:0033673","GO:0033673","negative regulation of kinase activity","29/1340","191/28928",0.151832460732984,3.27776822692819,6.96064505900539,1.83653211088554e-08,1.81816678977668e-06,1.30121375588483e-06,"19016/15502/12580/19252/24064/11816/15587/100037258/12576/19246/50873/18569/52840/23790/83945/13844/18148/21838/108900/72349/75296/11461/21754/56468/226849/14154/19084/71059/11789",29
"GO:0009895","GO:0009895","negative regulation of catabolic process","43/1340","367/28928",0.11716621253406,2.52939119118305,6.49843681034088,2.60675635779465e-08,2.53460506574855e-06,1.81394963093154e-06,"56403/67846/13001/24069/225131/53325/18458/56208/224023/210529/77006/67588/17164/66454/12696/13167/78830/72344/52477/72416/229663/22284/28114/56716/75420/78246/23988/22059/22695/20660/74747/66117/12328/67031/328572/20848/54197/20539/15381/214855/18245/22057/52551",43
"GO:0065004","GO:0065004","protein-DNA complex assembly","27/1340","172/28928",0.156976744186047,3.38882332523429,6.9251311929682,2.75407330440881e-08,2.63086476184316e-06,1.88284014273711e-06,"319944/99730/97122/66336/110749/66403/20586/52808/21340/21374/19646/18148/66464/13486/26896/22059/622675/83602/70208/75613/69792/328572/54169/15081/50709/12912/270627",27
"GO:0031929","GO:0031929","TOR signaling","28/1340","184/28928",0.152173913043478,3.28513951979234,6.85317810820998,3.0592118067947e-08,2.8719669462064e-06,2.055390582351e-06,"73086/109270/225131/20104/224023/18706/110616/14066/13685/224826/78757/232087/56637/56438/22284/56716/74747/68845/328572/68526/54644/15469/606496/18099/20779/19744/22628/20869",28
"GO:0043010","GO:0043010","camera-type eye development","47/1340","423/28928",0.111111111111111,2.39867330016584,6.38660319439201,3.12875071323197e-08,2.88746570060137e-06,2.06648262986347e-06,"18028/24064/22141/333654/29876/19434/387216/12576/14107/100169/20475/22352/15208/15205/20586/15257/66993/18213/13844/14790/320790/544696/26889/20807/14561/20662/20664/21838/18128/101023/71521/14281/20674/20677/18626/56371/13388/56612/18986/18771/20147/20683/227731/20848/17929/56456/11789",47
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","28/1340","185/28928",0.151351351351351,3.26738200887455,6.81849460753501,3.44771352462556e-08,3.12880002359769e-06,2.23919920494102e-06,"14923/231327/66945/226646/104130/18103/50873/11951/68556/212627/11534/14450/78830/12048/67680/75406/56632/68342/66592/67942/68198/27425/22247/66043/20848/11964/11564/11674",28
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","21/1340","111/28928",0.189189189189189,4.08422751109318,7.175092448644,3.52692961777893e-08,3.14821832275512e-06,2.25309636669846e-06,"14694/56424/12005/77006/50873/110616/19358/56637/71492/56438/76892/56371/100494/56468/53312/193740/606496/233900/26374/18245/52551",21
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","37/1340","294/28928",0.125850340136054,2.71686465631029,6.52097752626177,3.81055803025949e-08,3.34653039915531e-06,2.39502306078449e-06,"14923/66945/226646/104130/18103/50873/11951/14904/66454/11534/78830/12048/67680/74143/75406/56632/68342/56716/66592/67942/21915/68198/27425/56490/74747/18605/328572/22171/66043/66422/227731/214254/20848/11964/16969/20779/11674",37
