gene_id,gene_name,expression_status,log2FoldChange,padj,promoter_methylation,promoter_cpg_count,gene_body_methylation,gene_body_cpg_count,mecp2_bound,binding_type,exo_signal,endo_signal,promoter_cpg_density,promoter_cpg_class,unexpected_pattern
ENSMUSG00000003135,Cnot11,unchanged,0.232672506,0.021592417,83.33330613930201,0,99.99999999897501,0,True,both,149.82020352870902,163.19970606280992,0.0,,False
ENSMUSG00000026074,Map4k4,unchanged,0.467143282,1.03208e-09,93.59064742244696,0,100.0,0,True,both,142.99152490071094,123.1645330292929,0.0,,False
ENSMUSG00000026072,Il1r1,upregulated,1.281006582,2.9186e-14,64.72042240805634,0,100.0,0,True,both,35.99795359980221,3.683920981797719,0.0,,False
ENSMUSG00000104199,4930420N18Rik,unchanged,0.273926829,0.51034082,83.33333333333157,0,83.33333333333333,0,False,,,,0.0,,False
ENSMUSG00000093436,Gm20646,unchanged,0.254859745,0.577696913,99.16052779813863,0,99.9997318294126,0,True,both,335.41714278206274,1004.4724440057812,0.0,,False
ENSMUSG00000045515,Pou3f3,unchanged,0.130108776,0.05101089,96.08794081343751,0,98.58366682226624,0,True,both,335.41714278206274,1004.4724440057812,0.0,,False
ENSMUSG00000060679,Mrps9,downregulated,-0.599052071,7.9727e-12,99.989331660022,0,100.0,0,True,both,475.1161676485681,263.6642533127719,0.0,,False
ENSMUSG00000010290,AI597479,unchanged,-0.203995168,0.046518078,99.99774825340693,0,100.0,0,True,both,280.3086323521927,101.1770565113566,0.0,,False
ENSMUSG00000094497,Gm8210,downregulated,-0.991061001,0.000388887,100.0,0,0.0,0,False,,,,0.0,,False
ENSMUSG00000066877,Nck2,upregulated,0.987842859,2.96862e-36,99.99999999999973,0,100.0,0,True,both,10.539575695404894,13.297749988922789,0.0,,True
ENSMUSG00000103422,Gm37536,upregulated,1.396277533,2.45285e-13,83.33333333333323,0,99.99999999999743,0,False,,,,0.0,,True
ENSMUSG00000103945,Gm38228,upregulated,1.12374134,7.88403e-09,100.0,0,99.99999999643671,0,False,,,,0.0,,True
ENSMUSG00000026051,1500015O10Rik,upregulated,2.805610998,8.011899999999999e-195,82.94363528666373,0,99.9999999999987,0,False,,,,0.0,,True
ENSMUSG00000041763,Tpp2,unchanged,-0.172805397,0.016774772,83.21180711175202,0,99.9999999999999,0,True,both,1017.6911321661908,379.0563233254962,0.0,,False
ENSMUSG00000041684,Bivm,unchanged,-0.352977545,0.000538899,83.33085248716799,0,99.99999999999987,0,True,both,332.2179995439388,200.5532142618836,0.0,,False
ENSMUSG00000026048,Ercc5,unchanged,0.116756411,0.213835743,99.86657001200088,0,100.0,0,True,both,332.2179995439388,200.5532142618836,0.0,,False
ENSMUSG00000056870,Gulp1,upregulated,0.932447753,0.000880245,66.68841653395354,0,100.0,0,True,both,132.31457869991934,34.66316663741916,0.0,,False
ENSMUSG00000025995,Wdr75,downregulated,-0.591828809,3.83385e-15,99.99999990676775,0,100.0,0,True,both,712.7555596817302,280.8153207077556,0.0,,False
ENSMUSG00000041144,Dnah7b,upregulated,3.101203514,1.4185e-31,83.33333333333333,0,100.0,0,False,,,,0.0,,True
ENSMUSG00000100033,Gm8337,unchanged,-0.089602214,0.747983114,100.0,0,99.86900640895233,0,False,,,,0.0,,False
ENSMUSG00000026109,Tmeff2,unchanged,-0.287996,8.84533e-05,83.33333333333333,0,100.0,0,True,both,814.3270386813297,191.8162152233807,0.0,,False
ENSMUSG00000099924,Gm28320,unchanged,-0.026843272,0.919610883,83.33333331408149,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000099625,Gm29325,unchanged,-0.052005361,0.913711601,99.99999975690132,0,83.33333333333333,0,False,,,,0.0,,False
ENSMUSG00000026104,Stat1,upregulated,2.369553363,1.4262000000000001e-123,66.66576680548026,0,100.0,0,True,both,300.4611122268711,185.6336396554488,0.0,,False
ENSMUSG00000041426,Hibch,downregulated,-0.728731359,3.74339e-14,99.99240280109636,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000026097,Ormdl1,downregulated,-0.837103963,1.86091e-10,66.56487012503878,0,100.0,0,True,both,263.08368392692614,166.81275156696302,0.0,,False
ENSMUSG00000026096,Osgepl1,downregulated,-0.797517332,4.6779e-09,83.33333310158467,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000025981,Coq10b,unchanged,0.145800256,0.15613424,81.91219328488593,0,100.0,0,True,both,401.9668290628458,304.4272657755116,0.0,,False
ENSMUSG00000073676,Hspe1,downregulated,-1.002857753,1.95401e-48,86.15073411240606,0,99.99999275697205,0,True,both,357.6866405804931,333.8231019972615,0.0,,False
ENSMUSG00000025979,Mob4,unchanged,-0.497452533,5.55648e-15,99.97585045576035,0,100.0,0,True,both,166.20228329426052,137.19139720905673,0.0,,False
ENSMUSG00000097649,Gm10561,downregulated,-0.712464933,0.00345449,99.99728569354103,0,100.0,0,True,both,382.532169053045,121.28021797815973,0.0,,False
ENSMUSG00000046994,Mars2,unchanged,-0.268231262,0.000392912,65.78320353690964,0,100.0,0,True,both,382.532169053045,121.28021797815973,0.0,,False
ENSMUSG00000100215,Gm8292,downregulated,-0.763835435,0.004018694,100.0,0,0.0,0,False,,,,0.0,,False
ENSMUSG00000038349,Plcl1,upregulated,1.000925864,1.65292e-29,77.1621586375861,0,100.0,0,True,both,563.7269868600027,215.77946479941951,0.0,,True
ENSMUSG00000102145,Gm38056,upregulated,1.183810078,1.38145e-10,99.99999999999996,0,100.0,0,False,,,,0.0,,True
ENSMUSG00000102831,Gm37382,upregulated,1.012379643,8.4561e-05,99.999999994764,0,99.17128081926607,0,False,,,,0.0,,True
ENSMUSG00000038323,1700066M21Rik,unchanged,-0.420483034,3.8399e-08,99.04034830948255,0,99.99965335122204,0,True,both,72.78578321506161,83.95802618155875,0.0,,False
ENSMUSG00000038305,Spats2l,unchanged,0.479433388,1.27123e-10,99.99988402203094,0,100.0,0,True,both,92.91169159512488,82.44604741140829,0.0,,False
ENSMUSG00000063558,Aox1,upregulated,1.80490024,1.6836e-44,99.99917716012885,0,100.0,0,False,,,,0.0,,True
ENSMUSG00000051223,Bzw1,unchanged,-0.444536304,4.01705e-14,99.66393208198805,0,100.0,0,True,both,249.2929788454779,126.95933369638276,0.0,,False
ENSMUSG00000026036,Nif3l1,downregulated,-0.572129416,9.75989e-12,99.99487097230276,0,100.0,0,True,both,296.2950415006874,283.7025828004424,0.0,,False
ENSMUSG00000085054,Gm15834,unchanged,0.105065319,0.810585654,99.3989358610728,0,99.9999999999964,0,True,both,391.23448957628256,173.08741665120246,0.0,,False
ENSMUSG00000026032,Ndufb3,downregulated,-0.746245582,7.27832e-10,99.97535239840651,0,100.0,0,True,both,212.0706013290392,29.48325626437001,0.0,,False
ENSMUSG00000026031,Cflar,unchanged,0.256477834,0.001483159,97.15110214143954,0,100.0,0,True,both,19.68072458568543,77.86865960073918,0.0,,False
ENSMUSG00000026029,Casp8,downregulated,-0.716945842,0.004019042,99.99023521043232,0,100.0,0,True,both,95.74692213101376,13.597086390437804,0.0,,False
ENSMUSG00000026027,Stradb,downregulated,-0.542792083,6.4903e-07,99.21209663332264,0,100.0,0,True,both,285.8812652224398,262.73603318763884,0.0,,False
ENSMUSG00000041075,Fzd7,unchanged,0.273895562,0.028653782,76.35083265391084,0,86.66330564403422,0,True,both,609.6780329512818,399.5715456857037,0.0,,False
ENSMUSG00000047361,Gm973,upregulated,1.376306773,6.04304e-08,66.40417285702596,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000026020,Nop58,unchanged,-0.346815768,2.64704e-06,83.33238474944616,0,99.99999999999999,0,True,both,43.01655548795373,71.62949862485969,0.0,,False
ENSMUSG00000067336,Bmpr2,upregulated,0.924987707,9.75103e-53,66.38182081739528,0,100.0,0,True,both,238.55854117546028,288.21689460224616,0.0,,False
ENSMUSG00000104052,Gm38125,upregulated,0.936033202,4.37883e-07,83.33333333333333,0,100.0,0,False,,,,0.0,,True
ENSMUSG00000041040,Fam117b,unchanged,0.204053013,0.019821033,82.06731788356608,0,100.0,0,True,both,270.4232166583533,192.750065149389,0.0,,False
ENSMUSG00000103696,Gm37531,unchanged,0.027496332,0.937039539,100.0,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000026017,Carf,unchanged,-0.101152256,0.459350083,99.18890754881242,0,100.0,0,True,both,504.2752356704869,358.6898418662751,0.0,,False
ENSMUSG00000073664,Nbeal1,unchanged,-0.012939857,0.901524699,60.34823905763192,0,100.0,0,True,both,571.3276259660381,530.9778607562394,0.0,,False
ENSMUSG00000049439,Cyp20a1,unchanged,-0.047610797,0.723450169,64.98485812876588,0,100.0,0,True,both,257.2399178890938,132.48421170674428,0.0,,False
ENSMUSG00000026782,Abi2,unchanged,0.091343919,0.241881747,78.81347158729983,0,100.0,0,True,both,215.01231196125653,150.74568946261311,0.0,,False
ENSMUSG00000101188,Eif4a-ps4,downregulated,-0.896462325,3.79381e-12,100.0,0,2.0954498669980364,0,False,,,,0.0,,False
ENSMUSG00000052062,Pard3b,upregulated,0.850936447,1.1771700000000001e-19,96.19955119580999,0,100.0,0,True,both,127.93375552814749,47.48504361643278,0.0,,True
ENSMUSG00000103656,Gm37205,upregulated,0.617941287,0.010550898,99.99527830256692,0,100.0,0,False,,,,0.0,,True
ENSMUSG00000104402,Gm38012,upregulated,0.634903645,0.017264646,99.99999998655561,0,83.33333333333333,0,False,,,,0.0,,True
ENSMUSG00000103002,Gm38075,unchanged,0.442424765,0.12765989,83.33333333333333,0,83.33333333333333,0,False,,,,0.0,,False
ENSMUSG00000025969,Nrp2,upregulated,1.409362129,5.99578e-47,97.69851040024064,0,99.99999999923536,0,True,both,197.11312342959604,116.19843118594711,0.0,,True
ENSMUSG00000084799,Ino80dos,unchanged,-0.290854365,0.128099989,99.99999901990391,0,100.0,0,True,both,87.98391993343152,261.0445412290132,0.0,,False
ENSMUSG00000101599,Gm20342,unchanged,-0.211576003,0.024968147,99.99999999999265,0,99.99999999999943,0,True,both,87.98391993343152,261.0445412290132,0.0,,False
ENSMUSG00000025967,Eef1b2,downregulated,-1.126916726,4.05175e-30,76.84932569409311,0,99.98491815638094,0,True,both,81.8584545948322,41.97478648807908,0.0,,False
ENSMUSG00000098850,Gm27390,downregulated,-0.807699892,0.009007985,57.41877535584194,0,0.0,0,True,both,81.8584545948322,41.97478648807908,0.0,,False
ENSMUSG00000025964,Adam23,upregulated,1.063064946,6.14535e-08,99.99999938355138,0,100.0,0,True,both,83.11364159935299,2.0324136644612767,0.0,,True
ENSMUSG00000025962,Fastkd2,unchanged,-0.281976602,0.002684277,83.32462420910406,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000025958,Creb1,unchanged,-0.338178246,9.52326e-07,49.76114357297533,0,100.0,0,True,both,551.66404792531,573.7769299924394,0.0,,False
ENSMUSG00000070871,Ccnyl1,unchanged,0.46058997,4.58409e-13,94.51471008203463,0,100.0,0,True,both,437.7019034329285,404.327492311844,0.0,,False
ENSMUSG00000025949,Pikfyve,unchanged,-0.128769583,0.072107207,99.99968016291616,0,100.0,0,True,both,282.859421602094,649.8107741288762,0.0,,False
ENSMUSG00000015222,Map2,unchanged,-0.002470848,0.97954359,83.17667004072513,0,100.0,0,True,both,398.2981984000596,41.431137756715486,0.0,,False
ENSMUSG00000065694,Gm25411,unchanged,0.050892929,0.935918837,99.99999999999984,0,0.0,0,False,,,,0.0,,False
ENSMUSG00000026005,Rpe,unchanged,-0.380336544,8.79232e-06,99.99999994079458,0,100.0,0,True,both,232.75429720720896,250.338617990242,0.0,,False
ENSMUSG00000102776,Gm38162,unchanged,-0.044952155,0.818969557,100.0,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000082057,Gm15789,unchanged,-0.126954243,0.642789013,100.0,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000103382,Gm37755,unchanged,-0.196805351,0.263809691,100.0,0,83.33333333333333,0,True,both,334.8889917686851,268.5503463521032,0.0,,False
ENSMUSG00000101156,Gm29114,unchanged,0.406155954,0.330090559,99.99999999182562,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000026192,Atic,unchanged,-0.404933848,2.56887e-09,82.60460855534471,0,99.99999999999993,0,True,both,421.81680933786816,83.07399007397943,0.0,,False
ENSMUSG00000094655,Gm25360,downregulated,-1.50762209,8.10046e-17,66.35536061356446,0,0.0,0,True,both,62.91777499734931,17.456763539205074,0.0,,False
ENSMUSG00000097131,D230017M19Rik,downregulated,-0.809155058,0.007915086,99.99999182742839,0,100.0,0,True,both,196.5609401030196,300.8945961287928,0.0,,False
ENSMUSG00000093956,Gm24497,downregulated,-0.801036033,0.009279624,82.73519517775928,0,0.0,0,True,both,196.5609401030196,203.9541421252277,0.0,,False
ENSMUSG00000026187,Xrcc5,downregulated,-0.827833203,1.51924e-15,99.99760091893303,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000039354,Smarcal1,unchanged,-0.161919748,0.121182628,98.9478121828201,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000046330,Rpl37a,downregulated,-1.070322354,1.0311099999999999e-35,98.64822772721895,0,99.99986975443153,0,True,both,89.0606505016987,93.05600156134103,0.0,,False
ENSMUSG00000039323,Igfbp2,upregulated,0.698306152,9.1488e-06,98.26485102463191,0,100.0,0,True,both,99.24559590733544,2.0621412749261765,0.0,,True
ENSMUSG00000006304,Arpc2,unchanged,-0.290660716,0.003296854,66.81963296865145,0,100.0,0,True,both,90.4396723996759,50.87162846329013,0.0,,False
ENSMUSG00000026179,Pnkd,unchanged,0.191621857,0.116482064,94.56400537115248,0,66.66666666832754,0,True,both,1734.0193298769725,1356.8999323880114,0.0,,False
ENSMUSG00000103403,Gm37931,unchanged,-0.304344153,0.432058484,100.0,0,98.60139284572544,0,True,both,12.76205566863843,15.528233434549074,0.0,,False
ENSMUSG00000026176,Ctdsp1,unchanged,0.259838392,0.001173347,99.56201279264586,0,68.10735533336644,0,True,both,155.4172278355277,182.71300222149443,0.0,,False
ENSMUSG00000026175,Vil1,upregulated,0.671927013,0.029946875,66.66667566622995,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000026173,Plcd4,upregulated,1.274780799,1.1117e-61,33.33333419124052,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000026172,Bcs1l,unchanged,-0.329116904,0.012820726,55.38509623596485,0,99.99999999981604,0,True,both,796.7474778550113,726.5740450803584,0.0,,False
ENSMUSG00000033276,Stk36,upregulated,1.222918774,1.30679e-09,99.9579272836649,0,100.0,0,True,both,69.44033752581572,46.94467705697257,0.0,,True
ENSMUSG00000033257,Ttll4,unchanged,0.185705713,0.018866127,100.0,0,100.0,0,True,both,210.79335453874,241.89726341827813,0.0,,False
ENSMUSG00000026197,Zfand2b,downregulated,-0.507159772,0.023900746,66.6540256915883,0,33.333333898470705,0,True,both,77.68943132130356,13.912693632602812,0.0,,False
ENSMUSG00000026199,Ankzf1,unchanged,0.226713023,0.200467908,64.12661824040025,0,66.7360354930434,0,False,,,,0.0,,False
ENSMUSG00000026201,Stk16,unchanged,0.100682125,0.379364234,98.89958480673772,0,36.520015213066905,0,True,both,42.17325303383468,50.960215662020055,0.0,,False
ENSMUSG00000026203,Dnajb2,unchanged,0.107996175,0.504347209,99.96902122694797,0,68.22775436489728,0,True,both,116.7849313294743,38.57554835361961,0.0,,False
ENSMUSG00000026207,Speg,upregulated,0.879137349,9.35167e-06,100.0,0,67.24287534426021,0,True,both,44.34559558369505,53.66768571520495,0.0,,True
ENSMUSG00000033021,Gmppa,unchanged,-0.166098886,0.232867332,68.75407494203228,0,66.66668987229103,0,False,,,,0.0,,False
ENSMUSG00000026213,Stk11ip,unchanged,0.116859577,0.481414274,82.48753937146348,0,66.77585165039723,0,True,both,79.73185875480975,17.42421713124696,0.0,,False
ENSMUSG00000006576,Slc4a3,upregulated,1.127620786,4.55804e-17,99.99997754418581,0,99.99999999999994,0,True,both,110.31860688281434,83.24104099569693,0.0,,True
ENSMUSG00000032908,Sgpp2,unchanged,0.321071514,0.419227737,99.99994931083472,0,100.0,0,True,both,11.35328418817969,4.06307702310698,0.0,,False
ENSMUSG00000032883,Acsl3,downregulated,-0.614754522,6.42822e-26,82.92385241978239,0,100.0,0,True,both,146.64699083064536,228.5416842029165,0.0,,False
ENSMUSG00000079470,Utp14b,unchanged,-0.404788774,8.92113e-10,82.0005393601122,0,99.99999999999999,0,True,both,146.64699083064536,228.5416842029165,0.0,,False
ENSMUSG00000026248,Mrpl44,unchanged,-0.318171476,0.013195204,83.33173396233099,0,100.0,0,True,both,233.30501405503227,55.39861660630822,0.0,,False
ENSMUSG00000054976,Nyap2,upregulated,1.877593888,1.5954e-13,99.99999999999558,0,100.0,0,False,,,,0.0,,True
ENSMUSG00000026142,Rhbdd1,unchanged,0.238677503,0.011604393,79.25868191949769,0,100.0,0,True,both,284.17470359558746,118.70966517279196,0.0,,False
ENSMUSG00000104493,Gm19552,downregulated,-0.791223866,0.037391071,100.0,0,83.33333333325933,0,False,,,,0.0,,False
ENSMUSG00000026150,Mff,unchanged,-0.3779979,4.63439e-09,99.95111996386595,0,100.0,0,True,both,140.42048062621373,115.25279655441136,0.0,,False
ENSMUSG00000101450,Gm28941,unchanged,0.17757607,0.622262088,99.99999998975507,0,0.0,0,False,,,,0.0,,False
ENSMUSG00000026159,Agfg1,unchanged,-0.197873956,0.002896083,99.99997875016334,0,100.0,0,True,both,142.04664122460338,132.94595381988907,0.0,,False
ENSMUSG00000073633,Fbxo36,downregulated,-0.620657238,0.005860993,73.87176622642478,0,100.0,0,True,both,79.84381868850653,126.24898884380195,0.0,,False
ENSMUSG00000036707,Cab39,unchanged,-0.221804876,0.003011169,83.33323145664924,0,100.0,0,True,both,95.1254892184402,60.36614688521183,0.0,,False
ENSMUSG00000026223,Itm2c,upregulated,0.56122174,6.19248e-16,66.66686985201595,0,95.49877947297996,0,True,both,215.1664190988032,20.46237221643835,0.0,,False
ENSMUSG00000026224,4933407L21Rik,upregulated,1.280555816,9.47881e-09,83.32644833603369,0,66.66666666666667,0,False,,,,0.0,,True
ENSMUSG00000026226,Spata3,upregulated,1.288739992,1.49888e-08,66.66668404720485,0,66.66666666681252,0,True,exo_only,45.61363250452032,0.0,0.0,,False
ENSMUSG00000026227,2810459M11Rik,unchanged,0.184456918,0.034008479,65.53029010444007,0,99.99999834256899,0,True,both,91.8861388642391,41.525625136441306,0.0,,False
ENSMUSG00000026229,Psmd1,unchanged,-0.353110659,5.55356e-11,86.6152947200933,0,100.0,0,True,both,143.3921739927557,114.00340198172636,0.0,,False
ENSMUSG00000103272,Gm37914,unchanged,-0.000702339,0.998184218,99.99999999999993,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000062590,Armc9,unchanged,0.129767368,0.398644601,66.66609971718617,0,100.0,0,True,both,167.99622330345622,113.79218946512655,0.0,,False
ENSMUSG00000073627,C130036L24Rik,unchanged,0.176505659,0.737359303,91.41171315846081,0,100.0,0,True,both,381.268286446452,471.035442293581,0.0,,False
ENSMUSG00000026238,Ptma,downregulated,-0.689203857,1.43954e-28,75.90976296747057,0,99.91450500516576,0,True,both,917.936447257724,1921.8590693755216,0.0,,False
ENSMUSG00000102927,Gm37152,unchanged,0.327726417,0.369707754,99.99999999987824,0,66.51452593787316,0,True,both,804.5856474940441,272.05068647299646,0.0,,False
ENSMUSG00000026240,Cops7b,unchanged,-0.152489769,0.18664219,99.10334933031588,0,100.0,0,True,both,804.5856474940441,272.05068647299646,0.0,,False
ENSMUSG00000053333,Dis3l2,unchanged,-0.038824011,0.795440102,99.89862305480922,0,100.0,0,True,both,18.548130813412897,28.75683586442973,0.0,,False
ENSMUSG00000104121,Gm37485,unchanged,0.292245542,0.454655263,83.33333333333218,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000102383,Gm38142,unchanged,0.459072186,0.133913893,100.0,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000102649,Gm38021,unchanged,0.344750109,0.363785673,100.0,0,100.0,0,False,,,,0.0,,False
ENSMUSG00000103984,Gm37447,upregulated,0.631600389,0.043936773,99.99999999999989,0,66.66666666666667,0,False,,,,0.0,,True
